Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Mary,Jones,2014-09-17,(334)541-7068,562176506,jmolina@example.com,2023-03-08,No,Sí,Armada,No,No,Sí,No,Colombia,AIPE,EL PASO,25,1987-04-23,N/A,742,No,APROBADO
Cheryl,Hernandez,2017-03-28,863.869.4240,123027993,jennifer44@example.net,2022-04-03,Sí,Sí,Armada,Sí,No,Sí,No,Colombia,MORELIA,BUENAVISTA,67,1979-04-07,N/A,655,No,RECHAZADO
Stanley,Mcdonald,2004-04-23,704.864.0395x989,8462558885,bcalderon@example.net,2023-08-04,No,Sí,N/A,Sí,No,No,No,Colombia,PORE,JUAN DE ACOSTA,19,1980-12-03,N/A,372,No,RECHAZADO
Karen,Johnson,2020-03-11,(751)543-0326x633,8520370056,george33@example.net,2022-05-13,Sí,No,Policía,No,No,No,Sí,Ecuador,no aplica,no aplica,38,2004-03-04,Old Mutual,552,Sí,RECHAZADO
Charles,Weaver,2016-12-11,001-848-701-3556x359,3916549699,ydixon@example.com,NULL,Sí,Sí,Inpec,No,No,No,No,Colombia,CHINU,LA VICTORIA,55,1962-12-23,Protección,471,Sí,RECHAZADO
Christopher,Jones,2008-03-10,+1-358-778-1975x77536,8708615361,vnelson@example.net,2023-10-02,No,Sí,N/A,No,No,Sí,No,Colombia,PEREIRA,PIJAO,65,1967-09-18,Colfondos,20,No,RECHAZADO
Reginald,Arnold,2018-07-08,285-281-1403,4137494808,jbailey@example.com,2023-11-25,Sí,Sí,Armada,Sí,Sí,Sí,No,Colombia,SAN MARCOS,La Uni�n,18,1978-11-22,Protección,711,No,RECHAZADO
Stacey,West,2024-06-04,+1-822-991-9617,6810736257,eric91@example.com,2023-11-19,Sí,Sí,Inpec,Sí,Sí,No,No,Colombia,HATILLO DE LOBA,TERUEL,40,1956-06-06,Provenir,133,Sí,RECHAZADO
Shelby,Carroll,2019-10-02,800.708.5353x83473,140216976,stephennewton@example.net,2021-03-10,Sí,No,Inpec,Sí,No,Sí,No,Colombia,SANTA ISABEL,VILLA DEL ROSARIO,52,1994-10-15,Protección,1122,Sí,RECHAZADO
Kevin,Knox,2024-06-23,259.663.1287x5538,3121128723,michelle13@example.net,2021-12-13,No,Sí,Armada,Sí,Sí,Sí,No,Colombia,El Retiro,LOPEZ,58,1964-03-23,Protección,925,Sí,APROBADO
Katelyn,Myers,2009-01-30,5183874054,9034246779,davisdebra@example.net,NULL,Sí,Sí,Mininterior,Sí,Sí,No,Sí,Colombia,MARQUETALIA,VICTORIA,60,1998-10-25,Protección,790,No,RECHAZADO
Matthew,Martin,2007-04-05,6148761787,1307241009,mcmillanjared@example.org,2021-03-30,Sí,Sí,Mininterior,Sí,No,Sí,No,Colombia,ZETAQUIRA,EL ROBLE,22,2001-09-16,Old Mutual,199,Sí,RECHAZADO
Andrew,Snyder,2003-05-09,+1-200-717-0554x209,3594687039,angelaramirez@example.com,2019-12-26,No,Sí,Minsalud,Sí,Sí,Sí,Sí,Colombia,SOLANO,CHAGUANI,18,2005-07-01,N/A,963,No,RECHAZADO
Dana,Rodriguez,2005-03-05,(223)868-3838,476366367,angela21@example.com,2022-11-22,Sí,Sí,Mininterior,Sí,Sí,Sí,No,Colombia,TIBACUY,ALBANIA,32,1993-11-28,Old Mutual,1123,No,RECHAZADO
Sara,Lyons,2022-08-05,(844)968-8293x3336,5521359125,ryanbennett@example.com,NULL,Sí,Sí,N/A,Sí,Sí,No,No,Islas Vírgenes de los Estados Unidos,no aplica,no aplica,37,1984-11-26,Colfondos,1153,No,RECHAZADO
Brent,Lowe,2012-05-20,888-749-2089,6614368252,walexander@example.com,2023-08-14,Sí,No,Minsalud,Sí,No,Sí,No,Islas Salomón,no aplica,no aplica,51,1961-04-03,Protección,105,Sí,RECHAZADO
Kara,Wilson,2019-02-17,001-737-378-4889,6798220294,cmalone@example.org,2021-01-13,No,Sí,Mininterior,Sí,Sí,No,Sí,Colombia,VITERBO,Yal�,46,2005-10-12,Colfondos,1152,Sí,RECHAZADO
Brittany,Cunningham,2021-02-21,+1-601-214-3014,4929421247,gjones@example.org,2022-01-25,No,Sí,Policía,Sí,No,Sí,Sí,Colombia,TALAIGUA NUEVO,PUERTO CARREÑO,63,1964-10-25,Provenir,848,No,APROBADO
Shawn,Stewart,2006-05-10,330.755.3119x55158,7446348984,michael16@example.com,NULL,No,No,Minsalud,Sí,No,Sí,No,Colombia,ACEVEDO,LA UNION,43,1962-09-15,Old Mutual,625,Sí,EMBARGADO
Michael,Garrison,2007-01-09,001-519-563-8601x82485,5797594295,fwatkins@example.net,NULL,No,No,N/A,Sí,No,No,No,Colombia,Rionegro,ACEVEDO,53,1990-04-25,Old Mutual,498,Sí,EMBARGADO
Anna,Brown,2020-08-26,752.870.9224x51527,5189826134,wtodd@example.com,NULL,No,No,N/A,No,Sí,No,No,Colombia,BOGOTÁ D.C,SUTATAUSA,52,1993-08-22,N/A,515,No,RECHAZADO
Destiny,Davis,2023-01-04,894.540.7764x978,9842238820,savannah65@example.org,2022-07-05,No,No,Minsalud,Sí,No,No,No,Colombia,CACHIPAY,Dabeiba,18,1958-09-14,Provenir,164,Sí,APROBADO
Vincent,Jackson,2008-09-27,+1-353-517-8789x55684,673832394,kelsey87@example.org,2020-01-16,Sí,Sí,N/A,Sí,No,Sí,Sí,Colombia,BARRANCA DE UPIA,TENA,69,1996-12-07,Old Mutual,119,Sí,RECHAZADO
Sherri,Mcintyre,2010-07-11,(658)567-3674,871707932,brianthomas@example.com,NULL,No,No,Minsalud,Sí,Sí,Sí,Sí,Colombia,BARRANCABERMEJA,SAN FRANCISCO,44,1985-04-11,Old Mutual,582,No,EMBARGADO
Jason,Roberts,2006-10-22,(960)732-7711x129,99879628,jackrobinson@example.net,2022-12-26,Sí,No,Policía,No,Sí,Sí,Sí,Colombia,Alejandr�a,CHITARAQUE,18,1961-05-29,Colfondos,881,Sí,RECHAZADO
Mark,Reyes,2015-01-12,968-350-4006x751,3222493545,carrollcharles@example.net,NULL,Sí,No,Mininterior,Sí,No,Sí,Sí,Trinidad y Tobago,no aplica,no aplica,54,1975-03-30,Old Mutual,677,Sí,RECHAZADO
Jerry,Obrien,2017-03-13,7003925957,41884351,lknox@example.net,NULL,No,No,Armada,No,No,No,Sí,Colombia,LA UNION,VILLA DE LEYVA,18,1975-02-26,N/A,928,Sí,APROBADO
Laura,Scott,2015-03-23,+1-965-844-9112,4437665185,brian47@example.org,2023-12-01,Sí,Sí,N/A,Sí,Sí,No,Sí,Chad,no aplica,no aplica,57,1971-03-21,N/A,327,No,RECHAZADO
Savannah,Kelly,2015-10-03,001-428-493-8904,6664405326,greenjustin@example.net,2022-09-01,Sí,Sí,Armada,No,No,No,No,Colombia,VALLE DE SAN JUAN,RAMIRIQUI,68,1978-05-20,Protección,998,Sí,RECHAZADO
Joseph,Randall,2016-09-13,+1-950-301-1358x679,3416832683,josemills@example.org,NULL,No,No,Minsalud,No,No,No,Sí,Islas Bermudas,no aplica,no aplica,28,2006-06-16,Protección,1148,No,EMBARGADO
Ashley,Long,2002-12-29,863-436-6837,3848472960,sean32@example.net,NULL,Sí,Sí,Mininterior,Sí,No,Sí,Sí,Colombia,PUERTO CONCORDIA,SIMIJACA,42,1983-11-13,N/A,603,No,RECHAZADO
Rachael,Lynch,2009-12-06,583-558-5154,194932254,henrymatthew@example.net,2022-10-13,No,Sí,Armada,No,Sí,Sí,No,Colombia,NEIVA,PAUNA,58,1970-02-20,Old Mutual,524,No,APROBADO
Kimberly,Watson,2022-10-19,001-918-502-1097x075,2098131516,suzannepatrick@example.com,NULL,Sí,No,Armada,Sí,Sí,No,No,Colombia,SAN JUAN DE RIO SECO,PURIFICACION,25,1987-09-01,Provenir,505,Sí,RECHAZADO
Patricia,Hinton,2009-01-01,001-969-736-6330x47340,8647577519,bcastro@example.net,NULL,Sí,No,Inpec,Sí,Sí,No,No,México,no aplica,no aplica,49,1956-05-20,Colfondos,407,Sí,RECHAZADO
Anne,Fitzpatrick,2015-07-22,469-482-6966,2310431134,btorres@example.org,2023-10-15,No,No,Inpec,Sí,No,No,Sí,Colombia,GUACHUCAL,Peque,37,1986-11-20,N/A,911,No,RECHAZADO
Scott,Watkins,2002-08-24,(967)875-2611x8670,4989737237,vowens@example.net,NULL,Sí,No,Policía,Sí,No,No,Sí,Colombia,CHAMEZA,IBAGUE,25,1974-03-28,Protección,949,No,RECHAZADO
