Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Ashley,Gonzalez,2019-11-22,7918215984,709459968,robert57@example.com,2023-07-09,Sí,No,N/A,No,No,Sí,No,Colombia,SOATA,MALAMBO,35,2003-09-24,Colfondos,357,Sí,RECHAZADO
Stephen,Murillo,2023-09-27,001-347-464-3900x8074,7685214926,brenda43@example.net,2022-03-08,Sí,No,N/A,No,Sí,Sí,Sí,Colombia,COMBITA,LA LLANADA,57,1975-02-10,Provenir,162,Sí,RECHAZADO
Dawn,Hill,2019-09-08,5333836434,1648350038,mike09@example.org,2023-01-02,No,No,Policía,Sí,Sí,No,Sí,Colombia,La Uni�n,MONTENEGRO,41,1995-08-20,Colfondos,1155,No,EMBARGADO
Kelli,Leon,2004-11-25,(494)339-7045x6183,8295819433,harperanne@example.com,NULL,No,Sí,Armada,No,Sí,No,No,Colombia,TIERRALTA,Concordia,42,1964-07-07,N/A,398,Sí,APROBADO
Juan,Smith,2023-08-07,(431)659-4762x843,1434962319,cunninghammelissa@example.com,2022-04-18,No,Sí,Minsalud,Sí,Sí,No,Sí,Colombia,TOCANCIPA,SIMIJACA,41,1972-08-21,Colfondos,364,No,RECHAZADO
Stephanie,Aguirre,2000-03-17,987-774-8174x02014,7355940905,kristapalmer@example.net,2023-10-15,Sí,No,Inpec,No,No,No,No,Colombia,SAN JOSE DEL GUAVIARE,ARCABUCO,45,1985-04-01,Provenir,993,Sí,RECHAZADO
Peter,Ritter,2001-11-14,559-640-0933,1309857373,joelgeorge@example.org,2020-03-09,Sí,No,Policía,No,No,Sí,Sí,Colombia,LA PRIMAVERA,AGUSTIN CODAZZI,52,1966-10-22,Protección,163,No,RECHAZADO
Ashley,Hernandez,2009-01-17,001-561-844-5108x1541,3258756873,daniel30@example.com,2020-06-19,Sí,Sí,Mininterior,No,Sí,No,Sí,Colombia,SAN JUAN NEPOMUCENO,SAMACA,37,1988-01-25,Provenir,834,No,RECHAZADO
Joshua,Walters,2003-08-18,+1-630-792-3805,3973540693,dariushernandez@example.net,NULL,Sí,No,Minsalud,No,No,Sí,Sí,Colombia,SITIONUEVO,MIRAFLORES,56,1974-08-28,Colfondos,1169,No,RECHAZADO
Carly,Valenzuela,2001-05-28,489-983-6035,6321850743,meagan30@example.com,2021-11-01,No,Sí,Policía,No,No,No,No,Colombia,SACHICA,SOCHA,63,1975-07-18,Colfondos,1007,No,APROBADO
Michael,Best,2012-05-25,831.619.9954x3325,1943634699,aharris@example.com,NULL,Sí,No,Inpec,Sí,Sí,No,No,Colombia,San Francisco,YUMBO,55,2006-02-20,Protección,100,Sí,RECHAZADO
Julie,Perez,2021-02-08,6062530706,6671625723,garymeyers@example.net,2023-08-07,Sí,No,N/A,Sí,Sí,No,No,Colombia,ARACATACA,SAN CARLOS DE GUAROA,62,1995-10-19,N/A,951,Sí,RECHAZADO
Joseph,Evans,2022-04-26,819-279-6520,6060623219,christinepayne@example.com,NULL,No,Sí,Armada,Sí,Sí,Sí,No,Colombia,CACOTA,CHISCAS,43,1955-12-15,Protección,88,No,APROBADO
Vanessa,Macdonald,2015-04-21,+1-923-543-4480x315,8277116575,elizabethmartin@example.org,NULL,No,Sí,N/A,Sí,Sí,No,Sí,Colombia,CERINZA,PUERTO GUZMAN,54,1987-03-20,Old Mutual,846,No,EMBARGADO
Charles,Garrett,2022-09-14,319-866-1788x490,3878863171,medinaamanda@example.com,NULL,Sí,Sí,Minsalud,Sí,Sí,Sí,No,Colombia,MOSQUERA,NATAGA,18,1977-04-28,Old Mutual,12,No,RECHAZADO
Bradley,Stewart,2011-07-25,670.262.0193,1216875938,monicabeck@example.net,NULL,Sí,No,Minsalud,No,No,No,No,Colombia,BOLIVAR,SAN GIL,62,2005-02-26,Provenir,587,No,RECHAZADO
Kaitlyn,Phillips,2001-09-02,202-992-7432x46055,8216107477,ocannon@example.net,2019-12-20,No,Sí,Policía,Sí,No,No,No,Colombia,Yolomb�,SAN CAYETANO,50,1990-02-12,N/A,115,Sí,APROBADO
Joseph,Morton,2023-01-03,+1-236-675-0975x4234,6705147937,michaelwilliams@example.net,2022-11-10,No,Sí,Mininterior,No,Sí,Sí,Sí,Colombia,CAQUEZA,SANTA ROSALIA,24,1989-10-03,Colfondos,746,Sí,APROBADO
Melissa,Mcbride,2004-07-18,412-661-6457,4729640031,gary38@example.net,NULL,Sí,Sí,Inpec,Sí,Sí,Sí,Sí,Colombia,HERVEO,MURILLO,28,1982-05-08,Colfondos,456,No,RECHAZADO
Joshua,Harris,2016-03-26,391-777-1279x280,1297546746,tinarodriguez@example.org,NULL,Sí,No,Armada,No,No,No,No,Colombia,FUNDACION,PRADERA,26,1957-08-09,Provenir,815,Sí,RECHAZADO
Angel,Edwards,2018-09-17,001-573-210-7096x0878,4891733400,sellis@example.org,2022-04-23,No,Sí,N/A,No,Sí,Sí,No,Colombia,Donmat�as,GACHANCIPA,40,1974-01-21,Provenir,909,Sí,EMBARGADO
Jack,Smith,2022-08-22,(599)853-2029x063,2613571511,mitchell18@example.net,2021-05-01,Sí,Sí,N/A,Sí,No,Sí,No,Colombia,BAHIA SOLANO,TIPACOQUE,28,1954-04-06,Provenir,505,No,RECHAZADO
Joe,Garcia,2022-06-03,382-838-2555,966114092,fisherkatrina@example.com,NULL,Sí,No,Mininterior,No,No,Sí,No,Colombia,RIO IRO,EL CALVARIO,64,1990-01-04,Old Mutual,691,No,RECHAZADO
Dennis,Clark,2007-05-07,+1-618-285-3851,4655452780,jenniferbernard@example.com,NULL,Sí,No,Minsalud,Sí,Sí,No,No,Territorios Australes y Antárticas Franceses,no aplica,no aplica,59,1984-08-19,Colfondos,538,Sí,RECHAZADO
David,Townsend,2022-07-03,+1-714-564-7410x08754,7186979372,paula17@example.com,NULL,Sí,No,Minsalud,Sí,Sí,Sí,Sí,Colombia,AGUSTIN CODAZZI,PUPIALES,50,1970-10-07,N/A,895,No,RECHAZADO
