Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Javier,Perez,2016-02-14,+1-872-448-9223x3042,3237130679,jon65@example.org,2024-07-26,No,Sí,Inpec,No,Sí,Sí,Sí,Colombia,DURANIA,GsEPSA,66,1980-06-17,N/A,992,No,RECHAZADO
David,Wise,2023-01-17,205.822.5239x29154,7460767143,garzastephen@example.com,2020-11-03,Sí,No,Mininterior,Sí,No,Sí,Sí,Colombia,NARIÑO,FLANDES,22,1955-05-14,N/A,681,Sí,RECHAZADO
Nicholas,Johns,2014-05-17,(375)217-6968,3980646420,whitemary@example.com,2021-11-20,No,Sí,Policía,Sí,No,Sí,Sí,Colombia,PEDRAZA,EL RETEN,55,1987-04-07,Old Mutual,186,Sí,APROBADO
Kelli,Anderson,2017-05-18,+1-794-460-4079x88672,7406490502,medinakimberly@example.com,NULL,Sí,No,Mininterior,Sí,Sí,Sí,Sí,Reino Unido,no aplica,no aplica,28,1967-07-15,Colfondos,925,Sí,RECHAZADO
Joseph,King,2000-06-07,+1-228-355-2313,2224375806,rlyons@example.com,NULL,No,Sí,Mininterior,No,Sí,Sí,No,Colombia,COLOMBIA,SAN PEDRO DE CARTAGO,49,2001-11-20,Old Mutual,1118,Sí,APROBADO
Neil,Meyers,2013-08-25,289-597-7295x89904,3877839066,danielle76@example.net,NULL,Sí,Sí,N/A,Sí,No,No,Sí,Colombia,Dabeiba,SUAN,55,1972-06-29,Colfondos,1134,Sí,RECHAZADO
Jonathan,Cole,2022-11-28,(522)872-8243x9402,790425833,psmith@example.net,2022-06-12,Sí,No,Mininterior,No,Sí,No,Sí,Colombia,BOLIVAR,ZIPACON,27,2005-12-30,Colfondos,12,Sí,RECHAZADO
Troy,Crosby,2007-08-28,8707847772,3422824307,qhorton@example.net,NULL,Sí,No,Inpec,No,No,Sí,Sí,Colombia,EL CARMEN DE BOLIVAR,VILLAVICENCIO,57,1996-11-15,Provenir,146,Sí,RECHAZADO
Michelle,Jenkins,2015-03-16,(783)947-5901,5463641302,kevindavis@example.com,2023-07-15,No,Sí,Inpec,No,Sí,No,Sí,Colombia,ACHI,LA SIERRA,53,2004-12-10,Old Mutual,237,Sí,APROBADO
Nicole,Mckenzie,2024-03-22,(687)834-4300,9984295992,danielwang@example.com,NULL,Sí,No,Armada,No,No,No,No,Colombia,UNION PANAMERICANA,Giraldo,64,1963-03-25,Colfondos,95,Sí,RECHAZADO
Michelle,Pearson,2022-08-19,+1-592-660-7306x7168,8015140896,molly69@example.net,NULL,No,No,Policía,No,No,Sí,No,Colombia,TONA,GUAPOTA,67,1955-10-08,N/A,1118,Sí,RECHAZADO
