Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Alexander,Johnson,2001-07-25,(993)848-7807x9640,7128305144,william45@example.org,2019-11-24,No,Sí,Minsalud,Sí,No,No,No,Colombia,SAN CARLOS DE GUAROA,REPELON,53,1978-11-08,Old Mutual,909,No,RECHAZADO
Dawn,Olson,2018-04-01,837.677.4290x2335,111381573,nlane@example.net,NULL,Sí,No,N/A,Sí,No,Sí,Sí,Colombia,MELGAR,CHIMA,60,1970-09-03,Colfondos,11,No,RECHAZADO
Rhonda,Taylor,2017-12-04,903.734.5190,813517990,brooksjared@example.net,NULL,No,Sí,Minsalud,No,Sí,No,Sí,Colombia,OPORAPA,MITU,61,1954-07-17,Protección,1121,No,APROBADO
Bonnie,Bentley,2014-05-05,+1-748-742-8143x050,4392609285,christinaross@example.com,2021-10-02,No,No,N/A,No,Sí,Sí,No,Colombia,JUNIN,LA VEGA,38,1963-03-08,Provenir,302,No,RECHAZADO
Dakota,Macias,2018-03-10,+1-208-582-2481x62439,7352005699,mitchell75@example.com,NULL,Sí,Sí,Inpec,Sí,No,Sí,No,Colombia,CHIMICHAGUA,SAN ANTERO,18,1989-08-05,Colfondos,860,No,RECHAZADO
Marie,Williams,2006-09-20,001-382-747-8629x2355,8220665065,lopezdylan@example.com,NULL,Sí,No,Inpec,No,Sí,Sí,No,Colombia,ALTO BAUDO,SANTA MARTA,20,1992-04-18,Provenir,440,No,RECHAZADO
Anthony,Randolph,2019-08-30,(834)531-1537,472632560,kennethreynolds@example.org,NULL,No,No,N/A,Sí,Sí,Sí,Sí,Colombia,POLONUEVO,CABUYARO,25,1996-06-15,Provenir,900,No,EMBARGADO
Jeanne,Welch,2018-12-05,715-994-1465x04006,1997987287,cynthiastewart@example.net,NULL,Sí,No,Minsalud,No,Sí,No,No,Irán,no aplica,no aplica,60,2004-03-29,Protección,10,Sí,RECHAZADO
Jason,Robertson,2020-04-27,001-526-881-4322x611,7457634682,jasmine57@example.com,2021-10-22,No,No,Inpec,No,No,Sí,No,Colombia,CAQUEZA,LOS SANTOS,20,1981-05-13,Protección,791,No,EMBARGADO
Steven,Figueroa,2012-03-15,674.345.0698,5706647580,nanderson@example.net,NULL,Sí,No,Armada,Sí,Sí,No,Sí,Colombia,SAN JUAN DEL CESAR,MARULANDA,41,1973-04-16,Old Mutual,805,No,RECHAZADO
Julie,Reed,2015-01-19,9146906656,9092061134,kylesmith@example.org,2020-08-02,No,Sí,Policía,Sí,No,Sí,No,Colombia,SAN PABLO,Zaragoza,37,1990-07-17,Old Mutual,504,No,APROBADO
Darlene,Roberts,2006-01-14,572.451.0592x29384,6036357090,edwardsmonica@example.org,NULL,Sí,No,Mininterior,No,No,Sí,No,Colombia,RICAURTE,SABANAGRANDE,51,1988-05-24,Colfondos,494,Sí,RECHAZADO
Melissa,Harris,2006-04-04,816.402.5971,533913111,kristina75@example.net,NULL,No,No,Minsalud,No,Sí,Sí,Sí,Colombia,EL COPEY,NEMOCON,50,1982-04-11,Colfondos,100,No,RECHAZADO
Jared,Moore,2023-10-09,001-653-363-2933x43738,6168294262,jason37@example.org,NULL,No,No,Armada,Sí,No,Sí,Sí,Colombia,ACANDI,SAN PEDRO,27,2002-04-02,Colfondos,1082,Sí,EMBARGADO
