Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Deborah,Wade,2014-07-27,(611)419-5858,3101259711,johnsonlisa@example.org,2022-05-07,No,Sí,Minsalud,No,Sí,No,Sí,Nauru,no aplica,no aplica,42,1997-11-28,N/A,773,Sí,APROBADO
Leslie,Quinn,2012-09-01,583.506.2229x7797,2180447080,michael39@example.org,2024-06-07,Sí,No,N/A,Sí,No,No,Sí,Colombia,SOPO,SOCOTA,44,1972-06-02,Colfondos,155,No,RECHAZADO
Kevin,Evans,2022-02-16,664-759-4009x508,9644515859,thomashunt@example.net,2021-02-26,Sí,Sí,Mininterior,No,No,Sí,Sí,Colombia,TINJACA,ACANDI,64,1962-12-24,Colfondos,706,Sí,RECHAZADO
Jeremy,Green,2023-07-28,828-510-5975x058,8065269382,maddoxbrenda@example.org,2024-04-24,No,Sí,N/A,Sí,Sí,Sí,Sí,Colombia,DURANIA,SUAREZ,52,1991-03-01,N/A,1034,Sí,RECHAZADO
Sean,Lopez,2015-01-25,224.234.7871,4131488772,johnsmith@example.org,2022-12-13,Sí,Sí,N/A,No,Sí,Sí,Sí,Colombia,NUEVA GRANADA,LA GUADALUPE,51,1966-08-25,Protección,759,Sí,RECHAZADO
Melissa,Thornton,2021-08-03,670-935-1125x738,8583332070,jessica47@example.com,NULL,No,Sí,Armada,Sí,Sí,Sí,No,Marruecos,no aplica,no aplica,27,2000-03-29,N/A,496,Sí,APROBADO
Kenneth,Sanchez,2000-10-17,001-319-278-2457x96208,5342728486,michael92@example.net,NULL,Sí,No,Armada,Sí,Sí,Sí,No,Colombia,COTORRA,BUGALAGRANDE,49,1981-01-03,Colfondos,65,No,RECHAZADO
Vincent,Wilkins,2007-07-22,920.971.7642x4126,315559080,williamswilliam@example.com,2020-09-09,No,Sí,Inpec,Sí,Sí,No,No,Dinamarca,no aplica,no aplica,33,1994-11-17,Provenir,298,Sí,INHABILITADO
Donald,Bonilla,2004-10-14,(999)871-3725x4569,9416691748,robinsonjacqueline@example.net,NULL,Sí,Sí,N/A,No,Sí,No,Sí,Colombia,VILLA RICA,SALENTO,40,1978-03-28,Provenir,741,Sí,RECHAZADO
William,Adams,2014-02-14,584.385.2543,305585519,katie67@example.com,2021-12-22,No,No,Minsalud,Sí,Sí,No,Sí,Colombia,COELLO,MAHATES,47,1967-12-11,Colfondos,890,Sí,EMBARGADO
