Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Daniel,Kelly,2003-04-23,287.353.2385x3849,3751996655,ryan61@example.net,2024-10-22,No,Sí,Policía,Sí,No,Sí,No,Singapur,no aplica,no aplica,27,1956-09-10,Old Mutual,731,No,RECHAZADO
Brandon,Watkins,2020-06-28,784-942-7778x5121,1010252567,joseph09@example.net,2021-07-25,No,Sí,N/A,Sí,Sí,Sí,No,Namibia,no aplica,no aplica,37,1997-06-23,N/A,1102,Sí,APROBADO
Vanessa,Blake,2008-02-01,+1-735-378-9344,9719301297,michaelking@example.net,2024-01-17,No,No,Policía,Sí,No,No,No,Colombia,San Carlos,VIOTA,56,2006-08-05,N/A,576,No,RECHAZADO
Erin,Reyes,2012-07-08,+1-698-944-3683x74509,2193536589,jackson21@example.com,NULL,No,No,Inpec,Sí,Sí,No,Sí,Colombia,PAUNA,AGUACHICA,37,1996-08-06,N/A,383,Sí,APROBADO
David,Wallace,2019-12-21,001-393-847-2309,2670387052,williamsannette@example.net,2022-04-16,No,No,Mininterior,Sí,Sí,No,Sí,Colombia,SABANALARGA,MARIA LA BAJA,62,1963-10-20,Colfondos,1040,No,RECHAZADO
Jose,Sellers,2015-01-15,226.353.3114x2208,8579501333,steve15@example.com,NULL,Sí,Sí,Mininterior,No,Sí,No,Sí,Colombia,TIBANA,BOLIVAR,68,1997-03-31,Colfondos,260,No,RECHAZADO
Erica,Galloway,2008-04-09,343.400.9794,8222875750,darren09@example.com,NULL,No,No,Inpec,No,Sí,Sí,No,Nepal,no aplica,no aplica,34,1981-11-12,N/A,800,Sí,APROBADO
Kevin,Sullivan,2012-06-08,001-305-485-2664x337,1062043009,martinezerin@example.org,NULL,Sí,No,Inpec,Sí,Sí,Sí,No,Colombia,PALESTINA,CUMARIBO,58,1979-11-22,Protección,288,Sí,RECHAZADO
Scott,Williams,2001-10-29,337-716-1173,1669377656,eric40@example.net,NULL,Sí,No,Inpec,Sí,Sí,No,No,Colombia,SAN ONOFRE,COPER,25,1998-01-03,Provenir,297,No,RECHAZADO
Cory,Sanders,2009-08-19,639.700.7209x6209,1999537373,catherinehicks@example.com,NULL,No,Sí,Mininterior,Sí,Sí,No,No,Colombia,RIO IRO,SANTA ISABEL,54,1988-05-06,Old Mutual,246,Sí,RECHAZADO
