Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Sarah,James,2003-12-22,+1-318-399-1990,9618662650,barnesjack@example.net,2020-06-28,Sí,No,Minsalud,No,No,No,No,Colombia,GINEBRA,MANIZALES,43,1985-10-15,Colfondos,167,Sí,RECHAZADO
Danielle,Ramirez,2022-05-28,(327)761-7101x449,5879446743,jmueller@example.org,NULL,No,Sí,N/A,Sí,Sí,Sí,No,Colombia,SOLANO,COMBITA,28,1954-05-17,Provenir,657,Sí,APROBADO
Frederick,Larson,2013-08-29,7626164613,7594060101,justinnash@example.org,NULL,Sí,Sí,Inpec,No,No,Sí,No,Colombia,SORACA,DIBULLA,52,2003-10-17,Colfondos,1196,Sí,RECHAZADO
Darius,Shaw,2007-12-31,+1-214-605-8806x90816,3012926374,jared36@example.com,NULL,Sí,No,Minsalud,No,Sí,No,Sí,San Pedro y Miquelón,no aplica,no aplica,60,1958-01-28,Old Mutual,735,No,RECHAZADO
Tony,Powell,2003-02-23,001-285-528-5974,277384737,emiranda@example.com,NULL,Sí,No,Mininterior,Sí,Sí,No,Sí,Colombia,UMBITA,VIOTA,51,1957-06-24,N/A,15,No,RECHAZADO
Brittney,Flores,2011-01-21,+1-537-874-6953,6915200543,davisjennifer@example.com,2020-01-10,Sí,Sí,Armada,No,Sí,No,Sí,Puerto Rico,no aplica,no aplica,35,1996-10-29,Provenir,598,Sí,RECHAZADO
Kevin,Flores,2003-04-05,5927736749,1151210927,gregory00@example.com,2022-11-02,Sí,Sí,Mininterior,No,Sí,No,Sí,Colombia,La Estrella,Yal�,61,1988-05-09,Old Mutual,359,Sí,RECHAZADO
Lori,Walker,2011-07-26,409-886-2925x909,1222296319,gburton@example.net,2022-09-12,No,No,Armada,No,No,Sí,No,Colombia,GUAVATA,SAN PEDRO DE CARTAGO,53,1976-05-18,Old Mutual,1119,Sí,EMBARGADO
Chris,Miller,2014-05-12,780.243.7526,4873238734,ugibbs@example.com,NULL,Sí,Sí,Minsalud,Sí,No,Sí,No,Botsuana,no aplica,no aplica,57,1967-08-28,Old Mutual,60,No,RECHAZADO
Stephen,Bishop,2016-04-15,+1-608-439-3416,8564974432,tamararice@example.net,2023-03-10,No,Sí,Mininterior,No,No,Sí,Sí,Colombia,TANGUA,PAIME,18,1987-01-08,Old Mutual,738,No,APROBADO
Chad,Hess,2014-09-16,+1-789-371-6624x9097,7359588518,dbowers@example.com,NULL,Sí,Sí,Mininterior,No,No,No,Sí,Colombia,APULO,VILLANUEVA,27,1994-03-16,Protección,318,No,RECHAZADO
Elizabeth,Benjamin,2010-12-01,9084968660,3872694121,wigginsjeffrey@example.org,NULL,No,Sí,N/A,No,Sí,Sí,Sí,Colombia,SAN JOAQUIN,SUTATENZA,65,1995-05-23,Old Mutual,1102,No,RECHAZADO
Daniel,Cunningham,2001-04-16,001-926-339-9318x562,1081664901,prussell@example.org,NULL,No,Sí,Minsalud,No,No,Sí,No,Colombia,MESETAS,MORELIA,49,1959-05-09,N/A,405,No,APROBADO
Cheryl,Mata,2004-03-25,930.871.9102,9489073482,laurawillis@example.org,NULL,Sí,No,Armada,Sí,Sí,No,No,Colombia,VENTAQUEMADA,VILLANUEVA,29,1998-08-23,Protección,392,Sí,RECHAZADO
Wayne,Miller,2001-06-11,779-896-9376x91241,6198608424,ebarber@example.net,NULL,Sí,Sí,N/A,Sí,No,Sí,Sí,Colombia,EL TARRA,LA SIERRA,55,1963-02-17,Provenir,180,No,RECHAZADO
Julie,Mendez,2009-11-14,389.763.8019x4758,8353573674,martinezmaria@example.org,2023-02-20,Sí,No,Armada,Sí,Sí,Sí,Sí,Colombia,SAN FELIPE,LA VICTORIA,47,1991-04-13,N/A,785,No,RECHAZADO
