Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Rebecca,Roberts,2015-05-21,(347)535-9088,6823795546,gbartlett@example.net,2023-04-20,No,No,Armada,No,No,No,Sí,Colombia,PIVIJAY,SUTATAUSA,42,2005-10-03,Old Mutual,158,No,EMBARGADO
Erin,Potts,2023-02-10,229-544-4835,2476229856,wagnerjason@example.org,2021-09-25,No,No,Mininterior,No,No,Sí,No,Colombia,EL PEÑON,COVEÑAS,69,1959-11-19,Old Mutual,441,No,RECHAZADO
Christopher,Murphy,2017-05-07,830.540.3423x556,2811643676,diane94@example.net,2021-10-21,No,Sí,Inpec,Sí,Sí,No,No,Colombia,SAN MIGUEL,Urrao,24,1980-06-03,Colfondos,819,No,INHABILITADO
Kenneth,Romero,2018-02-07,920.886.1454x7702,6362378408,xlopez@example.net,NULL,Sí,No,Armada,Sí,No,Sí,Sí,Colombia,PUERTO CONCORDIA,Betulia,46,1982-08-01,Protección,185,Sí,RECHAZADO
Dean,Melton,2004-04-04,+1-318-305-9814x929,6232854929,eaustin@example.net,NULL,No,Sí,Inpec,Sí,No,No,No,Colombia,PAZ DE ARIPORO,TIERRALTA,38,2006-05-28,Colfondos,290,Sí,INHABILITADO
Amy,Rowland,2008-08-14,962.667.8940x80177,4360196117,joshua11@example.net,NULL,No,No,Inpec,No,Sí,No,No,Colombia,GUAVATA,ENCINO,30,1956-09-25,Provenir,956,No,EMBARGADO
Kelly,Harper,2012-03-27,001-907-823-7864,7550613731,amandajohnson@example.com,NULL,Sí,No,Minsalud,No,Sí,Sí,No,Colombia,LA MERCED,OCAÑA,54,1986-01-02,Old Mutual,201,Sí,RECHAZADO
Tyler,Pittman,2022-06-19,(291)262-7387x57347,5951878552,eeaton@example.org,NULL,No,Sí,Armada,No,Sí,Sí,Sí,Santo Tomé y Príncipe,no aplica,no aplica,67,1960-11-03,Provenir,837,Sí,APROBADO
Jacob,Harris,2004-02-02,001-255-850-5807x313,2050541938,blawson@example.org,2022-03-14,No,No,Minsalud,No,Sí,No,Sí,Colombia,LA PLATA,PUERTO CONCORDIA,70,1959-09-21,Provenir,434,Sí,RECHAZADO
Kelly,Wade,2002-05-16,903.636.5723,9661644531,mercedes58@example.org,2021-01-27,No,No,Mininterior,No,No,Sí,No,Colombia,GARZON,VIOTA,48,1970-06-29,Provenir,34,Sí,APROBADO
Jamie,Mccullough,2001-05-20,668.339.0207x27107,3433669183,ktorres@example.org,NULL,Sí,Sí,Armada,No,Sí,No,No,Colombia,MONGUI,TENA,29,1962-06-05,Provenir,288,Sí,RECHAZADO
Jonathan,Rodriguez,2002-04-23,+1-323-426-6486x1976,7050340272,jessica25@example.com,2022-02-08,Sí,No,Armada,Sí,Sí,Sí,Sí,Colombia,GACHALA,SAN AGUSTIN,58,1956-09-15,Protección,315,Sí,RECHAZADO
Brenda,Becker,2015-09-06,+1-763-350-8955x85482,8495430760,jessicaruiz@example.net,NULL,Sí,Sí,Armada,Sí,No,No,No,Colombia,CERINZA,MONIQUIRA,54,1985-02-19,Colfondos,653,Sí,RECHAZADO
Courtney,Jefferson,2001-06-13,761-836-7563,5279954847,rossashley@example.org,NULL,Sí,No,Policía,No,Sí,No,Sí,Colombia,Sabaneta,SAN SEBASTIAN DE BUENAVISTA,33,1958-03-07,Protección,77,No,RECHAZADO
Holly,Everett,2006-12-31,(227)671-3585x5613,3648668600,whaley@example.net,NULL,Sí,Sí,Policía,Sí,Sí,No,No,Colombia,Nech�,PUEBLO RICO,50,1966-09-13,Provenir,859,Sí,RECHAZADO
Jessica,Long,2000-11-14,(463)379-5014,5967117702,ronaldmurray@example.net,2020-04-06,Sí,Sí,Mininterior,No,Sí,Sí,Sí,Rusia,no aplica,no aplica,65,1967-05-31,Old Mutual,304,Sí,RECHAZADO
Jason,Perkins,2003-02-22,(738)226-0780x2873,3065449904,longbrittney@example.org,NULL,No,No,Armada,Sí,No,No,No,Colombia,LOS PATIOS,LA SALINA,23,1993-12-04,Protección,30,Sí,APROBADO
Brittany,Munoz,2004-06-26,546.765.9558x9822,6620243922,zreynolds@example.net,NULL,No,No,Mininterior,Sí,Sí,Sí,No,Colombia,Concepci�n,PADILLA,64,1977-10-24,N/A,437,Sí,RECHAZADO
Kevin,Evans,2008-04-30,823-912-8521x2140,2124619657,tsheppard@example.net,NULL,Sí,Sí,Mininterior,Sí,Sí,Sí,Sí,Islas Cocos (Keeling),no aplica,no aplica,46,1992-08-21,Protección,900,No,RECHAZADO
Logan,Preston,2023-10-27,001-565-990-4672x31995,1174627326,msmith@example.net,NULL,No,No,Mininterior,No,Sí,Sí,Sí,Colombia,AGRADO,El Pe�ol,35,1974-12-10,Protección,363,No,RECHAZADO
Michael,Merritt,2006-12-10,570.281.9352,8546951638,lauren80@example.net,NULL,No,Sí,Mininterior,Sí,Sí,Sí,Sí,Colombia,MOTAVITA,SAN JACINTO,30,1973-10-06,Protección,663,Sí,RECHAZADO
Joel,Anderson,2003-11-22,671-904-9814x34004,4363259835,ikelley@example.com,NULL,Sí,Sí,Mininterior,Sí,Sí,Sí,No,Colombia,MIRAFLORES,LLORO,35,2000-09-07,Protección,979,Sí,RECHAZADO
Christina,Smith,2016-05-20,975.252.7346,2553701653,stephaniejohnston@example.net,2023-09-24,Sí,Sí,Mininterior,Sí,Sí,No,No,Colombia,BOJACA,FONSECA,68,1963-05-03,Provenir,373,Sí,RECHAZADO
Linda,Patterson,2013-03-17,334.654.6457x94593,1709207810,jmartinez@example.net,2019-12-27,No,Sí,Minsalud,Sí,No,No,Sí,Colombia,PRADO,Angostura,45,1972-12-21,N/A,874,No,RECHAZADO
Thomas,Henry,2009-03-05,920.420.1509x56676,3708747717,lorifloyd@example.com,NULL,Sí,Sí,Minsalud,No,No,Sí,No,Colombia,MARULANDA,TANGUA,47,1959-02-07,Provenir,257,No,RECHAZADO
Benjamin,Smith,2002-08-12,239.812.0391,997642988,andrewcastro@example.org,NULL,No,No,N/A,Sí,No,Sí,No,Colombia,PASTO,FUENTE DE ORO,20,1999-06-03,Colfondos,925,Sí,EMBARGADO
