Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Kelsey,Johnson,2017-06-03,3185263729,1930242485,brendaparker@example.net,2021-09-12,Sí,No,Minsalud,No,Sí,Sí,Sí,Colombia,PITAL,CORDOBA,33,1960-01-16,Provenir,40,Sí,RECHAZADO
Brian,Cole,2012-08-07,335-708-7740x0154,1298754621,jenkinsstephen@example.net,NULL,No,No,Armada,No,No,No,No,Colombia,LOURDES,FONSECA,62,1983-04-01,N/A,428,No,RECHAZADO
Francis,Conner,2024-07-28,+1-204-750-3476x17253,6465876174,rivasbrandon@example.com,2020-11-04,No,No,Policía,Sí,No,Sí,No,Colombia,ARANZAZU,EL TAMBO,58,1956-11-02,Provenir,1033,Sí,RECHAZADO
Joe,Campbell,2011-11-14,+1-895-827-6542x809,7602657475,veronicali@example.net,2021-08-03,No,Sí,N/A,Sí,Sí,No,No,Colombia,Sabaneta,ROSAS,53,1997-12-30,Protección,276,Sí,APROBADO
Megan,Page,2015-04-26,817-441-7120,4501221415,jbradshaw@example.net,NULL,No,No,Armada,No,Sí,No,No,Colombia,QUEBRADANEGRA,SAN MARTIN DE LOBA,50,1977-03-24,Old Mutual,361,Sí,EMBARGADO
Douglas,Powell,2007-05-12,548-254-2603x77337,1665351585,jared41@example.com,2021-05-26,Sí,Sí,Armada,Sí,No,No,Sí,Colombia,ALMEIDA,SAN FERNANDO,54,1981-08-09,N/A,231,Sí,RECHAZADO
Joyce,Hendricks,2012-08-10,(852)539-3352,6283374864,lopezkim@example.net,2020-12-02,No,Sí,Minsalud,Sí,Sí,Sí,No,Colombia,BUESACO,CARMEN DE CARUPA,49,1972-10-25,Protección,614,No,RECHAZADO
Rachel,Delacruz,2010-04-12,8712401231,4356872111,eford@example.net,NULL,Sí,No,N/A,Sí,No,No,No,Colombia,SAN MARCOS,BETULIA,61,2005-12-20,Provenir,614,Sí,RECHAZADO
Luis,Cole,2008-07-07,(204)382-7828,81376173,jamesmiller@example.net,2020-02-12,Sí,Sí,Inpec,No,Sí,Sí,Sí,Colombia,VITERBO,MAICAO,69,1962-05-18,Old Mutual,627,Sí,RECHAZADO
Derek,Larson,2006-05-15,553-351-2325x090,5655694534,oporter@example.com,2024-03-10,Sí,No,Mininterior,No,No,No,Sí,Colombia,VERSALLES,ACACIAS,25,1971-08-19,N/A,749,No,RECHAZADO
Kevin,Delacruz,2003-07-12,+1-274-560-9897x37336,6186721837,jacksonkeith@example.net,2019-11-29,No,Sí,Minsalud,No,Sí,No,Sí,Colombia,PASCA,PACHO,26,1978-01-06,Provenir,536,Sí,APROBADO
Michael,Johnson,2001-03-18,+1-761-998-8197x1092,3389043936,andre93@example.com,NULL,No,Sí,Mininterior,No,Sí,Sí,No,Niue,no aplica,no aplica,27,1984-07-03,Old Mutual,645,No,APROBADO
Eric,Mcknight,2016-11-24,(270)306-3067x93794,6404976150,davidcosta@example.com,2024-04-18,Sí,No,Policía,Sí,Sí,No,Sí,Colombia,PUERTO LLERAS,SAN LORENZO,70,1979-01-31,Colfondos,471,No,RECHAZADO
Veronica,Andrews,2000-10-12,001-917-254-4078x31875,6712698927,wsullivan@example.net,2021-05-30,No,No,Armada,Sí,Sí,No,Sí,Territorios Australes y Antárticas Franceses,no aplica,no aplica,34,1970-05-02,Colfondos,211,No,RECHAZADO
David,Pierce,2017-05-23,9527823742,3483059530,sheri85@example.com,NULL,Sí,Sí,Armada,No,Sí,Sí,Sí,Colombia,PUERTO ALEGRIA,VALLEDUPAR,50,1963-03-06,Colfondos,881,Sí,RECHAZADO
Vanessa,Carrillo,2020-01-10,001-899-621-6285x205,8884205240,brenda32@example.com,NULL,No,No,Minsalud,Sí,Sí,Sí,Sí,Sri lanka,no aplica,no aplica,32,1974-06-24,Protección,433,No,RECHAZADO
Brandy,Green,2014-09-21,+1-474-753-8104x316,2886919353,juanmitchell@example.net,NULL,No,No,Armada,No,No,No,Sí,Colombia,UBALA,CICUCO,52,1957-11-30,Protección,826,No,EMBARGADO
Brandi,Medina,2021-11-21,(471)305-4736,4028557149,richard21@example.org,NULL,Sí,Sí,Minsalud,No,Sí,No,Sí,Colombia,TARQUI,NUQUI,28,1959-12-08,Colfondos,377,Sí,RECHAZADO
Ashley,Gonzalez,2020-06-02,648.545.0976x0339,5616473621,rick22@example.org,NULL,No,Sí,Mininterior,No,Sí,Sí,Sí,Colombia,FLORENCIA,PUERTO CARREÑO,68,2006-02-05,Provenir,501,Sí,APROBADO
Samuel,Douglas,2018-04-26,001-490-203-0910x577,9796442008,robert23@example.net,2020-07-09,No,No,N/A,No,No,No,Sí,Colombia,SUTATAUSA,OLAYA HERRERA,26,1973-07-19,Provenir,300,No,RECHAZADO
Hannah,Jones,2017-04-05,001-881-292-3135x3895,1369057183,kimberlyguzman@example.org,2020-03-31,No,Sí,Minsalud,No,No,Sí,Sí,Colombia,QUIBDO,SAN SEBASTIAN,45,1991-08-04,Old Mutual,12,No,APROBADO
Dawn,Smith,2006-03-09,879-925-0710x5519,2957356133,angela85@example.net,2020-05-20,Sí,Sí,Policía,No,No,No,No,Colombia,SARAVENA,PUERTO LIBERTADOR,30,2005-12-13,Protección,344,No,RECHAZADO
Andrew,Kemp,2002-05-14,001-602-317-9308x3202,1449691784,djohnson@example.net,NULL,Sí,No,Minsalud,No,No,Sí,No,Colombia,BUCARAMANGA,IQUIRA,42,2002-01-04,Colfondos,447,No,RECHAZADO
Ethan,Lewis,2008-01-13,001-936-321-5506x80192,3571089605,ojordan@example.net,2022-10-15,No,No,Policía,No,Sí,No,Sí,Colombia,MANI,TOLU VIEJO,62,1978-05-08,N/A,557,No,RECHAZADO
Alexander,Ferrell,2016-05-27,498.972.0837x35677,714003042,williambyrd@example.net,NULL,Sí,No,N/A,Sí,Sí,No,Sí,Colombia,SAN CAYETANO,COLOMBIA,31,1957-09-07,Old Mutual,874,No,RECHAZADO
Norman,Ramirez,2010-01-26,326.415.4325x8258,7949733467,sherry89@example.com,2022-07-13,Sí,Sí,Mininterior,Sí,No,No,No,Islas Bermudas,no aplica,no aplica,30,1983-05-20,Provenir,92,No,RECHAZADO
Ann,Nichols,2007-03-02,5544079653,1860162402,igeorge@example.org,NULL,No,No,Armada,Sí,Sí,No,No,Colombia,CHIVATA,LA PRIMAVERA,22,2002-02-02,Provenir,389,Sí,APROBADO
Jesse,Burns,2023-06-11,+1-740-794-1198x703,4801095719,jeffreygood@example.org,2022-06-07,No,No,Minsalud,No,Sí,Sí,No,Eslovaquia,no aplica,no aplica,30,1984-01-25,Old Mutual,17,No,RECHAZADO
Nathaniel,Clayton,2006-03-28,001-805-403-6763,7903515531,donald93@example.net,2023-03-08,Sí,Sí,Policía,Sí,No,Sí,No,Colombia,LA MONTAÑITA,CASTILLA LA NUEVA,69,1963-03-08,Colfondos,601,No,RECHAZADO
Robert,Coleman,2019-03-17,423-279-8329x44587,9999548580,kara99@example.com,2023-05-15,No,No,Minsalud,No,No,No,Sí,Colombia,YOTOCO,INZA,46,1991-02-10,N/A,463,Sí,APROBADO
Derek,Acevedo,2024-01-17,+1-683-911-4695,5129602973,jeffery02@example.org,2020-02-01,Sí,Sí,Mininterior,Sí,No,Sí,No,Colombia,MORICHAL,LA PALMA,58,1960-05-24,Provenir,526,No,RECHAZADO
Sara,Harris,2021-01-10,+1-684-552-0722,9596148729,odomdeborah@example.net,2022-04-11,Sí,No,N/A,No,Sí,No,No,Colombia,NOVITA,Titirib�,58,1979-03-27,Protección,1170,Sí,RECHAZADO
Alex,Ballard,2014-09-24,001-578-207-7826x5198,1961575505,whart@example.com,2022-09-21,Sí,No,Mininterior,No,No,No,No,Colombia,PUERTO SANTANDER,SIPI,40,1957-08-06,N/A,801,No,RECHAZADO
Alyssa,Clark,2016-07-21,001-525-400-4182x452,1974613696,harriskevin@example.net,NULL,Sí,No,Armada,No,No,No,Sí,Colombia,VALLE DE SAN JUAN,VENTAQUEMADA,24,1977-04-24,Protección,194,No,RECHAZADO
David,Martinez,2007-01-05,220-318-6449x600,1487087210,katelyn00@example.net,NULL,No,No,Mininterior,Sí,Sí,No,No,Colombia,SAN SEBASTIAN DE BUENAVISTA,VIANI,22,1956-12-16,Protección,823,No,EMBARGADO
Katherine,Anderson,2002-11-21,804-259-2634x0689,6736948616,jillianmcdonald@example.net,2023-07-13,No,Sí,Armada,Sí,No,No,Sí,Colombia,ROLDANILLO,CUMARAL,44,1977-05-06,Provenir,77,No,APROBADO
Amanda,Medina,2012-12-10,753.763.3342,5472193054,odaniels@example.org,NULL,Sí,No,Minsalud,Sí,Sí,Sí,No,Colombia,GUAYABETAL,LA APARTADA,64,1981-05-15,Colfondos,76,Sí,RECHAZADO
Alexandra,Cole,2018-10-19,506.285.9029,1282370406,danieldillon@example.com,NULL,No,Sí,Inpec,Sí,Sí,Sí,Sí,Colombia,TUQUERRES,RECETOR,43,1987-03-02,Colfondos,312,No,APROBADO
Erin,Maynard,2012-11-18,259.845.7401,4991471179,langjulie@example.net,NULL,No,No,Armada,No,No,Sí,Sí,Colombia,PACORA,EL CHARCO,48,1972-01-01,Old Mutual,1123,Sí,EMBARGADO
Brittany,Hanna,2020-02-18,(717)741-0039,6866930198,stephensbrittany@example.net,2019-11-25,Sí,No,Inpec,No,Sí,Sí,No,Colombia,LA LLANADA,SALAMINA,42,1953-12-30,Old Mutual,976,No,RECHAZADO
Brenda,Thornton,2000-03-15,4804168144,8021510289,scott31@example.com,2024-03-07,Sí,No,Mininterior,Sí,Sí,Sí,No,Colombia,JUNIN,CICUCO,68,1999-02-20,N/A,146,No,RECHAZADO
Stephanie,Stephenson,2011-02-04,001-416-337-4229,5277876642,reyesmatthew@example.net,2024-07-26,Sí,Sí,Armada,No,Sí,Sí,Sí,Ecuador,no aplica,no aplica,66,1997-07-31,Old Mutual,1153,No,RECHAZADO
Crystal,Jones,2013-03-19,689.639.4719,1558410004,fthompson@example.org,2020-09-16,No,No,Minsalud,No,No,Sí,No,Colombia,MOGOTES,LENGUAZAQUE,59,1984-08-16,Provenir,110,Sí,RECHAZADO
Cynthia,Zimmerman,2001-11-01,631-229-2302x879,344160964,chenmegan@example.net,2021-06-05,No,No,Armada,Sí,Sí,No,Sí,Colombia,PONEDERA,APIA,61,1986-08-18,Protección,545,No,RECHAZADO
Rachel,Fuller,2004-03-21,768.414.7832,952299938,icervantes@example.org,NULL,No,No,Policía,No,No,Sí,Sí,Colombia,TORO,EL ROSARIO,41,1987-10-08,N/A,942,No,RECHAZADO
Karen,Salas,2017-04-20,286-894-4656,8874357056,robert29@example.com,NULL,Sí,Sí,Armada,Sí,Sí,Sí,Sí,Colombia,TAMINANGO,SANTIAGO DE TOLU,43,1980-12-08,Protección,952,Sí,RECHAZADO
Reginald,Avila,2007-12-09,+1-852-880-4439x5619,4580787179,herreramichael@example.com,NULL,No,No,N/A,No,No,Sí,Sí,Colombia,EL CARMEN DE CHUCURI,TAME,62,1972-06-10,N/A,914,No,RECHAZADO
Christian,Cooper,2016-02-18,654-212-0196,2233535255,chloebauer@example.net,2024-09-11,Sí,Sí,Armada,No,Sí,Sí,Sí,Colombia,RIO QUITO,LEBRIJA,44,1985-02-09,Provenir,558,No,RECHAZADO
Margaret,Stewart,2023-01-04,5739886970,2652251356,ygrimes@example.com,NULL,No,Sí,Inpec,No,Sí,No,No,Colombia,PUERTO RICO,LOS CORDOBAS,70,1959-06-09,Protección,436,Sí,INHABILITADO
Leslie,Bryant,2015-02-25,001-294-956-8623x500,9895277988,sweeneyalan@example.org,NULL,Sí,Sí,Inpec,No,No,No,No,Colombia,JURADO,SAN BENITO ABAD,69,1971-08-12,Provenir,364,Sí,RECHAZADO
James,Lawson,2012-05-16,(270)482-6509x4236,1290397207,michael81@example.net,NULL,No,Sí,Policía,No,No,Sí,No,Colombia,TIMBIQUI,UNION PANAMERICANA,64,1964-05-30,Colfondos,488,Sí,APROBADO
Teresa,Reynolds,2014-09-26,6423287879,1592067738,edouglas@example.com,2024-03-20,No,Sí,N/A,No,Sí,No,No,Colombia,CORDOBA,VIRACACHA,27,1991-04-20,Colfondos,666,No,EMBARGADO
Steven,Graves,2010-02-04,597-795-1571,9942237651,kellycunningham@example.org,2020-04-04,Sí,No,Armada,Sí,Sí,No,Sí,Colombia,EL CARMEN DE BOLIVAR,UNGUIA,70,1955-05-02,Provenir,703,No,RECHAZADO
Jill,Burton,2016-05-28,(796)475-1838x60673,7854483099,cassandranichols@example.org,2021-11-04,Sí,No,Armada,Sí,No,No,Sí,Colombia,Alejandr�a,IPIALES,46,1993-04-23,Protección,306,Sí,RECHAZADO
Anna,Osborne,2016-08-10,+1-858-362-4655x875,6844393171,strongdavid@example.net,2020-09-03,No,Sí,Mininterior,No,No,Sí,Sí,Colombia,LOURDES,EL ROSAL,19,1996-09-28,Colfondos,541,Sí,APROBADO
Ryan,Perez,2018-04-04,(804)211-0065,3989587701,michaelsantos@example.com,NULL,Sí,Sí,Armada,Sí,Sí,Sí,No,San Cristóbal y Nieves,no aplica,no aplica,59,1997-11-23,Colfondos,958,Sí,RECHAZADO
Alison,Flores,2007-10-31,+1-368-480-6003x29908,5726352272,nbailey@example.net,NULL,Sí,No,Minsalud,Sí,No,Sí,Sí,Colombia,SAN MIGUEL,VALLE DE SAN JUAN,66,1966-11-25,N/A,982,Sí,RECHAZADO
Marc,Cameron,2022-07-11,(614)220-0118x5732,5550995474,dawnfischer@example.com,NULL,No,No,Minsalud,No,Sí,Sí,No,Colombia,HATO COROZAL,GsICAN,36,1963-05-23,Old Mutual,96,Sí,APROBADO
