Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Bryan,Smith,2005-04-07,(769)431-4488x1544,7738116141,beth43@example.net,NULL,No,No,Minsalud,Sí,No,No,No,Colombia,SAN CAYETANO,LA UNION,43,2000-07-15,Colfondos,120,Sí,APROBADO
Suzanne,Hudson,2012-07-06,370.584.9586,1669437880,jennifer73@example.org,NULL,No,No,Minsalud,No,No,No,Sí,Colombia,SANTUARIO,YAVARATE,36,1993-08-20,Colfondos,360,Sí,EMBARGADO
Robin,Murphy,2010-10-15,881.847.7559x873,3436947744,robertdeleon@example.org,2024-01-19,No,Sí,Armada,No,Sí,No,Sí,Jersey,no aplica,no aplica,44,1985-12-02,N/A,799,No,APROBADO
Diana,Ho,2016-08-18,(405)584-0902x3724,5672153697,floresmichelle@example.com,NULL,No,Sí,Minsalud,No,No,Sí,Sí,Chile,no aplica,no aplica,25,1985-04-10,Protección,41,Sí,APROBADO
Randy,Patton,2020-11-13,+1-688-353-7523,1465181109,walter26@example.org,2022-03-12,No,Sí,Policía,Sí,Sí,Sí,No,Colombia,SESQUILE,MONIQUIRA,41,1966-05-26,N/A,734,Sí,APROBADO
Ann,Collins,2017-04-06,224.877.1295x820,1375445187,franklincindy@example.com,NULL,No,No,N/A,No,Sí,Sí,Sí,Colombia,PURIFICACION,CACHIRA,66,1968-11-29,N/A,530,Sí,RECHAZADO
Edward,Guzman,2003-11-22,(243)943-3937x592,5911160285,hannahdelgado@example.org,NULL,No,Sí,Armada,No,Sí,No,No,Bosnia y Herzegovina,no aplica,no aplica,67,1959-05-13,Old Mutual,359,Sí,APROBADO
Brenda,Yu,2016-12-21,6528219334,9880530851,kathycollins@example.org,2023-06-23,No,No,Mininterior,Sí,No,No,Sí,Colombia,CUNDAY,SUAREZ,21,1959-06-03,Provenir,1173,No,EMBARGADO
Ryan,Payne,2021-03-25,+1-427-282-0508x491,8489030773,phillipsspencer@example.com,2021-04-07,No,Sí,Inpec,No,Sí,No,Sí,Colombia,MARIPI,FILANDIA,37,1984-12-20,Protección,976,No,APROBADO
Karen,Bullock,2007-10-05,001-899-596-4120x867,1886638284,clarkmark@example.org,2022-07-18,Sí,No,Inpec,Sí,No,Sí,Sí,Colombia,PALERMO,ANSERMANUEVO,37,1993-03-29,Provenir,524,Sí,RECHAZADO
Brian,Jensen,2012-05-31,(713)347-0343,1906352684,lnelson@example.org,2023-07-14,No,Sí,Inpec,Sí,Sí,Sí,No,Colombia,ALTO BAUDO,CACAHUAL,52,1975-06-30,N/A,276,Sí,APROBADO
Steven,Clark,2024-10-06,470.486.8055,1777170728,samanthaanthony@example.net,2019-12-17,Sí,Sí,Mininterior,Sí,Sí,No,Sí,Colombia,FLANDES,CHIMA,20,2005-03-21,Protección,1074,Sí,RECHAZADO
Timothy,Bradshaw,2019-03-06,+1-683-472-3537x14994,479547745,tammy29@example.org,2022-11-07,No,Sí,Policía,Sí,No,No,No,Colombia,OCAÑA,YOPAL,68,1963-02-01,N/A,1026,No,APROBADO
Priscilla,Gardner,2004-04-13,9684660078,3353068547,baileykellie@example.org,NULL,No,No,Minsalud,Sí,Sí,No,Sí,Colombia,PROVIDENCIA,CUMBAL,47,1969-04-05,Provenir,976,No,EMBARGADO
Mary,Freeman,2008-06-08,998-895-1972x2968,2759125176,william93@example.net,2020-07-25,Sí,No,Armada,Sí,Sí,No,Sí,Colombia,BELEN,CIENEGA,18,2004-06-21,Protección,222,No,RECHAZADO
Paul,Harris,2007-01-11,774-413-0451,2106115904,aadams@example.com,NULL,No,No,Armada,No,Sí,No,Sí,Colombia,SAN PEDRO,MATANZA,49,1991-02-01,N/A,657,No,RECHAZADO
Joshua,Wood,2017-07-26,(239)419-1456x9451,6891009332,kingjasmine@example.com,NULL,No,Sí,Minsalud,No,Sí,No,No,Colombia,VILLA CARO,SAN VICENTE DE CHUCURI,30,1999-10-14,Provenir,1074,No,APROBADO
Randall,Ortiz,2022-12-22,+1-812-241-0949x788,9980160599,harold66@example.net,2023-09-09,No,No,Mininterior,No,No,Sí,No,Colombia,PIJIÑO DEL CARMEN,IQUIRA,42,1958-06-18,N/A,517,Sí,APROBADO
Anthony,Alvarez,2018-01-16,001-653-811-8598,2952669895,erictaylor@example.org,2024-01-19,No,Sí,N/A,No,Sí,No,Sí,Colombia,GUAYABAL DE SIQUIMA,COVEÑAS,50,1987-06-12,N/A,1141,Sí,APROBADO
John,Thomas,2012-04-29,7862823594,3646993407,ericacook@example.net,2023-09-16,No,Sí,Mininterior,No,Sí,No,Sí,Colombia,GACHETA,GUACHENE,29,1967-06-18,Protección,1042,Sí,APROBADO
Barbara,Miranda,2019-03-20,001-450-281-3940x5371,4127716317,maxwell85@example.com,NULL,Sí,Sí,Mininterior,No,No,No,No,Colombia,Eb�jico,BOAVITA,19,1996-06-24,Colfondos,60,No,RECHAZADO
Ashley,Graves,2002-02-27,701-893-9307x5009,5337629724,bwaters@example.org,2022-02-03,Sí,No,Inpec,Sí,Sí,Sí,Sí,Colombia,CORDOBA,SUTAMARCHAN,60,1973-01-03,Provenir,1193,Sí,RECHAZADO
Dustin,Warren,2005-03-26,311.979.8474x937,2344059488,ianderson@example.com,NULL,Sí,No,Policía,No,Sí,Sí,No,Colombia,COVEÑAS,ORITO,63,2001-10-25,Old Mutual,206,No,RECHAZADO
Sarah,Boyd,2005-10-01,(506)710-0292x495,5130381509,etaylor@example.org,2021-11-15,No,Sí,Inpec,No,No,No,No,Omán,no aplica,no aplica,20,1954-10-28,N/A,290,Sí,INHABILITADO
Michael,Dalton,2022-10-25,685.400.4207,6815006260,jose01@example.org,NULL,Sí,Sí,Mininterior,No,No,Sí,Sí,Colombia,VILLANUEVA,TORO,26,1980-01-01,N/A,230,Sí,RECHAZADO
Manuel,Allen,2022-12-23,280.475.0688x1598,4340178413,adammcmahon@example.net,NULL,No,No,Armada,Sí,No,No,Sí,Colombia,SANTA ANA,ARBOLEDAS,33,1990-09-16,Protección,192,Sí,APROBADO
John,Ritter,2016-08-28,(993)887-7651x66707,71005069,johnstonphyllis@example.net,NULL,Sí,Sí,Armada,Sí,Sí,Sí,No,Colombia,VILLANUEVA,Urrao,62,1979-05-06,Protección,658,Sí,RECHAZADO
Nathan,Wright,2020-05-14,001-652-474-6347,7979808468,bwilcox@example.com,NULL,Sí,No,Minsalud,Sí,Sí,No,Sí,Colombia,CHINAVITA,AGUA DE DIOS,54,1964-01-09,Colfondos,421,No,RECHAZADO
Jay,Wright,2005-10-15,+1-211-867-8695x422,6528689803,andres46@example.com,NULL,Sí,Sí,Minsalud,No,No,Sí,Sí,Colombia,SAN LUIS DE GACENO,TESALIA,48,1970-03-16,N/A,175,Sí,RECHAZADO
Patricia,Jensen,2003-04-19,261.834.6878x70923,6692486808,stanleylopez@example.org,NULL,No,Sí,Mininterior,No,Sí,Sí,No,Colombia,TOCAIMA,MARGARITA,33,1962-02-09,Colfondos,771,No,APROBADO
Tracey,Jones,2014-06-12,001-666-639-9452x84514,6274900566,englishrichard@example.net,NULL,Sí,No,Minsalud,No,No,No,No,Colombia,LEJANIAS,CONCEPCION,21,1954-03-27,Colfondos,430,Sí,RECHAZADO
Brian,Vega,2014-04-28,6013466920,4092772545,angel77@example.org,2024-02-07,Sí,No,Minsalud,No,Sí,Sí,No,Colombia,JUAN DE ACOSTA,QUINCHIA,25,1961-03-03,N/A,160,Sí,RECHAZADO
Christopher,Hardin,2024-03-27,3618667797,1878252460,brianbutler@example.org,2022-05-08,Sí,No,Armada,No,Sí,No,No,Colombia,RIOFRIO,SANDONA,55,1990-05-20,Old Mutual,669,No,RECHAZADO
Amanda,Young,2005-11-02,+1-523-975-0303x84500,6353666055,qjimenez@example.net,NULL,No,Sí,Armada,No,Sí,No,Sí,Colombia,EL CAIRO,SAN MARTIN,58,1998-10-09,Provenir,1086,Sí,APROBADO
Margaret,Cardenas,2003-02-25,577.922.4160,6452012317,lisastone@example.net,NULL,Sí,Sí,Armada,Sí,No,No,Sí,Colombia,CHINACOTA,VETAS,39,2006-06-20,Old Mutual,428,No,RECHAZADO
Crystal,Anderson,2017-03-25,(856)880-6233x273,2952175004,kirkmichael@example.net,NULL,No,No,Policía,No,Sí,No,Sí,Colombia,SOCORRO,UTICA,62,1964-04-14,Provenir,32,No,RECHAZADO
Collin,Miles,2015-09-17,273.973.8874x951,1632154352,cheryl94@example.org,2023-07-19,No,No,Policía,No,Sí,Sí,Sí,Colombia,PALESTINA,BUCARASICA,34,1984-02-19,N/A,349,No,RECHAZADO
Sarah,Stephens,2002-12-05,(389)972-4936,449541245,martineznicholas@example.org,2023-03-28,No,No,Mininterior,Sí,No,Sí,No,Colombia,CHOACHI,EL AGUILA,34,1960-06-30,N/A,586,Sí,APROBADO
William,Ponce,2021-01-31,3816249493,9651918354,brian46@example.com,2020-04-06,Sí,No,Policía,No,Sí,No,No,Colombia,CHIMA,LA SIERRA,55,1990-07-23,Provenir,372,Sí,RECHAZADO
Ryan,Vance,2000-09-29,598.846.4494x6571,6431167903,vboyd@example.org,NULL,No,No,N/A,No,Sí,Sí,Sí,Colombia,CALARCA,VALPARAISO,67,1991-01-26,N/A,424,No,RECHAZADO
Monique,Mckenzie,2002-03-11,+1-757-655-3760x644,6099246151,alvaradoshari@example.com,NULL,No,Sí,Armada,No,Sí,Sí,No,Colombia,BUENAVISTA,SALENTO,40,1978-04-16,Old Mutual,294,No,APROBADO
Lisa,Maxwell,2008-03-16,001-429-453-7356x0005,2620736019,cory07@example.org,NULL,No,Sí,Inpec,Sí,Sí,Sí,Sí,Colombia,EL AGUILA,EL PAUJIL,28,1983-05-08,N/A,454,Sí,APROBADO
Catherine,Galvan,2020-01-06,864.752.8747x7254,776620645,michaelwilliams@example.net,NULL,No,No,Inpec,Sí,No,Sí,Sí,Colombia,CAQUEZA,MEDIO BAUDO,42,1961-12-29,Colfondos,828,No,EMBARGADO
Keith,York,2005-04-29,789-957-3496x768,316502805,douglas59@example.net,2020-06-21,No,No,N/A,No,Sí,No,No,Colombia,HACARI,MOSQUERA,43,1979-12-25,Protección,200,Sí,APROBADO
Katrina,Pollard,2019-12-13,+1-918-426-0468x7126,2031611161,sheppardsteven@example.net,2021-09-07,No,No,Armada,No,No,Sí,No,Colombia,San Vicente,VITERBO,40,1970-11-06,Protección,868,No,EMBARGADO
Tina,Perkins,2003-09-17,613-961-6856x8178,5653317460,rcruz@example.com,NULL,No,Sí,Policía,No,No,No,Sí,Colombia,PAMPLONA,San Pedro de los Milagros,45,1998-02-05,Colfondos,247,No,APROBADO
Benjamin,Fields,2002-04-28,(519)939-4646x62132,5115123741,ovaughn@example.org,2023-09-05,Sí,Sí,Armada,Sí,Sí,No,Sí,Colombia,Uramita,SATIVANORTE,51,2005-06-25,Colfondos,841,Sí,RECHAZADO
Jason,Clark,2011-02-01,643.587.3071x3224,2301726890,mcgrathrobert@example.com,2021-02-04,No,Sí,N/A,No,Sí,Sí,Sí,Colombia,BALBOA,ARANZAZU,44,1977-04-05,Provenir,463,Sí,APROBADO
Paige,Gomez,2024-04-30,+1-204-403-2796x964,590385318,abrown@example.net,2023-12-27,Sí,No,N/A,No,No,No,Sí,Colombia,MANI,ARBELAEZ,49,1971-07-19,Provenir,433,No,RECHAZADO
Daniel,Moran,2013-01-31,971.397.4238x1793,777619923,robertsonmichelle@example.net,NULL,Sí,No,Policía,Sí,No,No,Sí,Bhután,no aplica,no aplica,38,1981-10-17,Protección,74,Sí,RECHAZADO
Brittany,Myers,2022-12-21,281-637-9570,6123636291,thompsondakota@example.org,2024-03-06,No,Sí,Mininterior,Sí,Sí,Sí,No,Colombia,SANTO TOMAS,Yal�,55,1968-04-17,Colfondos,438,No,RECHAZADO
Gloria,Jones,2013-03-12,989-789-1139x99563,2613064580,jacob23@example.com,2020-03-07,Sí,No,Minsalud,Sí,Sí,Sí,No,Colombia,CANALETE,LA FLORIDA,27,1990-01-23,Provenir,180,Sí,RECHAZADO
