Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Gregory,Frank,2005-09-25,959-332-9654,9398525122,tonyajohnson@example.net,2022-04-09,Sí,No,Mininterior,No,No,Sí,Sí,Colombia,Sons�n,ISNOS,70,1988-07-19,Provenir,898,No,RECHAZADO
Joseph,Zamora,2015-02-10,4096700817,5105026122,psoto@example.com,2022-10-05,Sí,No,Armada,No,No,No,No,Colombia,Betania,MANIZALES,53,1962-01-07,Colfondos,685,Sí,RECHAZADO
Amanda,Huerta,2013-12-28,2662888271,8399033252,sara92@example.net,2022-04-21,Sí,Sí,Policía,No,No,Sí,No,Colombia,SUESCA,Copacabana,52,1998-05-29,Colfondos,1127,No,RECHAZADO
Sara,Moore,2011-12-11,413.868.0015,1454492515,whitepamela@example.net,2020-01-18,Sí,No,Policía,Sí,Sí,Sí,No,Colombia,Venecia,Angel�polis,35,1985-03-07,Old Mutual,945,No,RECHAZADO
Heather,Butler,2013-06-01,(776)241-2390,1324706273,peterrodriguez@example.com,NULL,Sí,No,N/A,Sí,No,Sí,Sí,Colombia,SUTATAUSA,PAZ DE ARIPORO,48,2003-02-23,N/A,969,No,RECHAZADO
Stephen,Hernandez,2011-01-01,529.671.2181x264,9440439709,caroltaylor@example.net,2019-12-19,No,No,Mininterior,No,No,Sí,Sí,Colombia,CHIVOR,PUEBLO RICO,18,2004-08-07,Protección,1057,No,EMBARGADO
Richard,Herrera,2002-01-25,(745)710-5820,7013503472,sandra20@example.org,NULL,No,No,N/A,No,No,Sí,Sí,Colombia,Nari�o,Caucasia,62,1993-02-01,N/A,843,No,RECHAZADO
Tina,Torres,2002-03-01,(564)202-6103,3158702051,stephanie57@example.com,NULL,Sí,No,N/A,Sí,Sí,Sí,Sí,Seychelles,no aplica,no aplica,44,1999-01-19,Protección,24,Sí,RECHAZADO
Arthur,King,2018-01-01,642.214.0657x763,7572032431,brittanymorris@example.org,2023-11-05,No,Sí,Policía,Sí,No,No,No,Colombia,PARATEBUENO,T�mesis,45,1980-01-29,Colfondos,28,Sí,APROBADO
Tammy,Weeks,2019-08-02,001-892-998-3726x16813,7916746576,jackhenry@example.com,2021-03-07,Sí,Sí,Inpec,Sí,No,No,No,Nauru,no aplica,no aplica,47,1972-04-19,Protección,426,No,RECHAZADO
