Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Patricia,Dunn,2011-09-07,569-500-4608,5937176527,ayork@example.net,2023-01-19,Sí,No,N/A,Sí,Sí,Sí,Sí,Colombia,TENERIFE,TURBANA,63,1985-06-24,Protección,764,No,RECHAZADO
Matthew,Cooper,2021-06-18,001-229-319-8545x244,9398589383,michael99@example.org,2021-04-23,Sí,No,Mininterior,No,No,Sí,No,Colombia,SAN CAYETANO,EL CALVARIO,23,1957-08-16,N/A,216,Sí,RECHAZADO
Michelle,Hawkins,2013-11-24,920.639.7344x806,7996863396,tlopez@example.com,NULL,Sí,No,Minsalud,No,Sí,Sí,No,Colombia,TASCO,SOACHA,55,1956-06-21,Old Mutual,334,Sí,RECHAZADO
Tracy,Smith,2022-01-21,(787)849-3084x590,6695189094,rjohnson@example.net,2022-10-09,No,Sí,N/A,No,Sí,No,Sí,Colombia,CALARCA,LABATECA,67,1985-04-09,Protección,672,No,RECHAZADO
John,Hughes,2022-08-03,(712)363-3442x29266,5457455628,rachel27@example.org,2023-12-18,No,No,Policía,No,Sí,No,No,Colombia,BARBACOAS,SANTA MARIA,44,1977-09-08,Old Mutual,573,Sí,EMBARGADO
Nathaniel,Hernandez,2017-02-28,+1-787-379-3263x0241,6752385952,gdennis@example.net,2020-02-12,Sí,No,N/A,Sí,No,No,Sí,Colombia,ANZOATEGUI,TIERRALTA,34,1995-02-12,Old Mutual,91,Sí,RECHAZADO
Benjamin,Obrien,2014-08-04,972-277-4613,1098139449,erikagreen@example.net,2024-11-09,No,Sí,N/A,Sí,No,Sí,No,Ucrania,no aplica,no aplica,36,1995-06-29,Protección,1134,Sí,RECHAZADO
Joshua,Lee,2005-05-03,+1-473-269-2095x66869,2098542409,taylorcummings@example.net,NULL,No,Sí,Inpec,No,Sí,No,No,Colombia,ALBANIA,VILLANUEVA,53,1957-06-30,Protección,242,Sí,INHABILITADO
William,Herrera,2008-07-22,7454192556,746106821,tannerjohnson@example.net,NULL,Sí,Sí,Policía,No,No,Sí,Sí,Colombia,FILANDIA,EL TARRA,52,1980-10-06,Colfondos,503,No,RECHAZADO
Brianna,Hill,2011-08-16,(235)705-2997x2781,9323793932,tina12@example.net,2022-06-19,No,No,Minsalud,No,Sí,Sí,Sí,Colombia,SATIVANORTE,SAN CAYETANO,67,1972-05-04,Old Mutual,926,No,RECHAZADO
