Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
John,Arnold,2003-01-07,+1-538-274-8195x6533,7759061374,cynthiaday@example.net,NULL,No,Sí,N/A,No,Sí,No,Sí,Colombia,CURUMANI,CHITA,26,1996-06-30,Provenir,863,No,EMBARGADO
Jennifer,Garza,2020-09-11,(861)477-4710,7616920502,zmontes@example.com,2022-04-16,Sí,No,Armada,No,Sí,Sí,No,Colombia,BRICEÑO,ORITO,61,1976-03-28,Colfondos,942,No,RECHAZADO
Marie,Hickman,2008-10-31,562.955.6802x876,7572304249,xhess@example.net,2021-06-09,Sí,No,N/A,No,Sí,Sí,Sí,Colombia,PUEBLOVIEJO,BOJACA,61,1965-06-14,Old Mutual,972,Sí,RECHAZADO
Donald,Edwards,2000-05-24,+1-931-563-4252x95391,88505925,thompsonjasmine@example.net,NULL,Sí,Sí,Armada,Sí,Sí,No,Sí,Ecuador,no aplica,no aplica,56,1968-08-20,Protección,425,Sí,RECHAZADO
John,Moore,2022-10-24,+1-366-314-7331x3958,9947955316,kristenmorse@example.com,2024-02-07,Sí,Sí,Mininterior,Sí,No,No,Sí,Colombia,Yarumal,Alejandr�a,33,2000-01-12,Old Mutual,499,No,RECHAZADO
Marissa,Miller,2008-05-31,652.227.0442x365,6784154342,kskinner@example.org,2020-04-03,No,No,Mininterior,Sí,No,No,Sí,Colombia,Bello,PAJARITO,49,1960-02-27,Provenir,218,No,RECHAZADO
Daniel,Carter,2003-10-08,001-300-993-8995x82600,7967890946,dana46@example.com,NULL,No,Sí,Inpec,Sí,No,No,Sí,Colombia,MEDIO BAUDO,GUAYABETAL,41,1997-12-09,Old Mutual,937,No,APROBADO
Joseph,Spence,2020-04-13,(481)214-6395,3771524933,ksmith@example.com,NULL,No,No,Inpec,No,No,Sí,Sí,Polonia,no aplica,no aplica,31,1998-09-15,N/A,328,No,RECHAZADO
Joshua,Wolfe,2008-09-21,(871)974-7266,3648488008,tammiewatson@example.org,NULL,No,No,Policía,No,No,Sí,Sí,Colombia,LA BELLEZA,SOTARA,59,1954-12-28,Provenir,564,Sí,RECHAZADO
Kari,Johnson,2004-08-26,+1-708-211-8086x69483,9461012267,poolejames@example.org,2024-08-24,No,No,N/A,No,No,No,No,Colombia,Copacabana,COVEÑAS,43,1959-07-11,Old Mutual,140,No,RECHAZADO
Julie,Graves,2012-12-18,+1-466-866-1489,9064225138,sarmstrong@example.org,2023-05-22,No,Sí,Minsalud,Sí,No,No,No,Colombia,GRANADA,EL ROSARIO,32,1962-01-12,Old Mutual,735,No,RECHAZADO
Rachel,Ramirez,2015-01-09,526-419-9675,1968135824,josephjulia@example.net,2022-09-14,No,Sí,Mininterior,No,Sí,No,Sí,Colombia,TOGsI,QUINCHIA,60,1982-08-30,Protección,1164,No,APROBADO
Barbara,Hughes,2019-03-01,(414)322-3868x0244,4983284540,loriwest@example.org,NULL,Sí,No,Mininterior,No,Sí,No,No,Colombia,VILLAHERMOSA,PULI,37,1994-01-05,Old Mutual,531,No,RECHAZADO
Richard,Ball,2023-11-04,788.686.7948x974,5037117555,aaron00@example.org,2024-09-04,No,Sí,Inpec,Sí,No,No,No,Colombia,LA MERCED,LA VIRGINIA,25,1954-08-12,Protección,573,No,RECHAZADO
Erika,Powell,2023-10-28,(618)553-1632,2136316727,diana72@example.org,2021-06-16,Sí,Sí,N/A,No,Sí,Sí,Sí,Colombia,JAMBALO,EL AGUILA,30,2002-12-25,N/A,988,Sí,RECHAZADO
Michael,Stark,2014-11-13,(288)971-3759,7521281718,heidiriley@example.net,2020-04-29,No,No,Armada,Sí,Sí,Sí,Sí,Colombia,RECETOR,COLOSO,49,1978-06-09,Provenir,1087,Sí,EMBARGADO
Matthew,Day,2012-12-17,862-998-2356,9043316742,pattersonkelli@example.net,2021-08-01,No,No,Policía,No,Sí,Sí,Sí,Colombia,SANTIAGO,RONCESVALLES,57,1964-03-28,Provenir,198,Sí,RECHAZADO
Jennifer,Bell,2004-04-07,721-520-4653x86944,488803035,patriciaboone@example.org,2023-02-23,No,Sí,Inpec,Sí,Sí,No,No,Colombia,MESETAS,Guadalupe,50,1994-12-24,Colfondos,753,No,INHABILITADO
Michael,Small,2014-02-25,944-212-2509x51760,2975937326,lisajones@example.org,NULL,Sí,No,N/A,No,Sí,No,Sí,Colombia,JESUS MARIA,PUENTE NACIONAL,37,1955-01-24,Old Mutual,740,Sí,RECHAZADO
Justin,Brown,2018-04-25,782-966-8714,5814959356,iwilliamson@example.com,NULL,No,No,Mininterior,Sí,No,Sí,No,Colombia,SUSACON,PULI,33,1971-12-22,Provenir,73,No,RECHAZADO
Linda,Reid,2008-01-30,(457)652-7476x2832,2791510271,kelly57@example.org,2021-05-01,No,No,N/A,Sí,No,Sí,No,Colombia,SAN LUIS DE PALENQUE,MORALES,32,1964-07-11,N/A,1054,No,RECHAZADO
Valerie,Dudley,2000-03-24,+1-417-334-9182,674737395,robertsonsteven@example.org,NULL,No,No,N/A,Sí,Sí,Sí,Sí,Colombia,EL MOLINO,Yond�,41,1975-06-11,Old Mutual,393,Sí,EMBARGADO
Benjamin,Wood,2015-03-08,001-313-920-5517x7563,3914816167,epope@example.com,NULL,No,No,Inpec,No,Sí,Sí,Sí,Colombia,ALBAN,Toledo,29,1987-06-27,Colfondos,805,No,EMBARGADO
Michael,Shaw,2000-01-05,001-950-363-7286x324,460076888,fisherpaul@example.com,2024-10-07,Sí,No,Minsalud,Sí,No,No,No,Colombia,PUENTE NACIONAL,ARROYOHONDO,58,1981-12-26,Protección,478,No,RECHAZADO
Rachael,Baker,2023-08-25,(247)636-6816,4535003250,vmason@example.com,2020-08-27,No,Sí,Policía,Sí,Sí,Sí,Sí,Colombia,MONTECRISTO,BARICHARA,29,1971-02-26,N/A,1002,Sí,APROBADO
Richard,Avila,2018-04-24,+1-706-972-4393x49047,6235535338,qchen@example.org,2020-02-10,Sí,Sí,Inpec,Sí,No,No,Sí,Ucrania,no aplica,no aplica,52,1985-03-08,N/A,434,Sí,RECHAZADO
Stacy,Rodriguez,2023-03-14,4359325107,9052139820,uturner@example.com,NULL,No,No,Mininterior,No,No,No,Sí,Colombia,EL CANTON DEL SAN PABLO,Amag�,70,1976-01-30,Provenir,46,No,RECHAZADO
Jonathan,Higgins,2010-11-12,640-345-2444x773,1158264239,shelly29@example.org,2020-01-31,Sí,Sí,Policía,No,Sí,No,Sí,Colombia,FUSAGASUGA,GACHANCIPA,64,1981-07-13,Protección,689,No,RECHAZADO
Ronald,Hall,2001-08-04,001-464-990-9183,5428316823,stephanie78@example.net,2021-02-06,Sí,No,Inpec,Sí,Sí,No,No,Colombia,EL CANTON DEL SAN PABLO,BUESACO,19,1972-09-16,Protección,426,No,RECHAZADO
Lori,Hartman,2019-04-23,(476)557-8246x72594,8054730459,klee@example.net,NULL,Sí,Sí,Armada,No,No,No,No,Colombia,CAIMITO,PUERTO CARREÑO,54,1985-05-13,Protección,278,Sí,RECHAZADO
Jeremy,Fernandez,2017-10-17,4305079452,6428028427,yking@example.net,2023-08-02,Sí,Sí,Policía,Sí,Sí,No,Sí,Colombia,ILES,GAMEZA,32,1976-01-28,Old Mutual,162,Sí,RECHAZADO
Kimberly,Little,2008-03-08,+1-232-379-3828x0993,1731691061,cory41@example.org,2020-10-27,Sí,No,N/A,Sí,No,Sí,No,Colombia,Santa B�rbara,PALOCABILDO,44,1996-07-27,N/A,584,Sí,RECHAZADO
David,Bryant,2013-06-03,+1-217-934-8403x4226,8563035927,jeffgutierrez@example.net,NULL,Sí,No,Mininterior,Sí,No,Sí,No,Colombia,CANTAGALLO,VETAS,70,2005-11-24,Colfondos,386,Sí,RECHAZADO
Adam,Finley,2023-03-05,001-221-358-1784,3708280437,laurajones@example.com,NULL,No,No,Inpec,No,No,No,No,Etiopía,no aplica,no aplica,59,1957-10-07,N/A,124,Sí,RECHAZADO
Dawn,Walker,2003-05-27,+1-812-708-5924x29855,8318693243,michele94@example.org,NULL,Sí,No,Inpec,No,No,No,No,Colombia,ARIGUANI,EL CAIRO,39,1967-11-16,N/A,764,No,RECHAZADO
Michael,Charles,2000-09-30,001-990-368-7576,3644490722,gpittman@example.org,NULL,No,Sí,Inpec,Sí,Sí,No,Sí,Colombia,RIO QUITO,BARRANCO MINAS,47,1978-12-11,Colfondos,8,No,APROBADO
Sarah,Yang,2003-11-07,(369)296-0896x75891,5980583346,gbell@example.com,2022-02-07,Sí,Sí,Inpec,No,Sí,Sí,No,Colombia,EL TABLON DE GOMEZ,BUCARAMANGA,35,1965-05-26,Protección,1001,No,RECHAZADO
Michael,Fitzgerald,2002-01-24,758.867.3302x476,417754846,mitchellethan@example.org,2022-08-18,Sí,No,Mininterior,No,Sí,Sí,No,Colombia,Puerto Berr�o,YOPAL,25,1965-08-29,N/A,573,Sí,RECHAZADO
