Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Bryan,Peterson,2000-11-20,001-885-473-9275x19295,8500543522,keithsoto@example.net,2022-02-24,Sí,Sí,Armada,Sí,Sí,Sí,No,Colombia,TIMANA,PIJAO,22,1959-12-04,Old Mutual,1027,Sí,RECHAZADO
Alexander,Ayala,2023-08-05,+1-532-696-0356x12818,838219663,richard11@example.org,2021-05-19,No,Sí,Armada,Sí,No,Sí,No,Colombia,BELALCAZAR,GONZALEZ,65,1980-11-17,Old Mutual,492,No,APROBADO
Jonathan,Howard,2017-03-08,684-288-6264,7989279720,jessicamason@example.org,NULL,No,Sí,N/A,No,No,Sí,No,Colombia,La Uni�n,CONVENCION,40,2000-02-08,Old Mutual,116,No,EMBARGADO
Raymond,Miller,2020-10-23,+1-631-618-0381x693,7330212304,barrettanthony@example.org,NULL,No,No,Policía,No,No,Sí,No,Colombia,GACHETA,HATO COROZAL,59,2005-05-13,Provenir,397,Sí,RECHAZADO
Richard,Mckay,2009-03-31,001-913-795-8080x151,4078858588,adamsphilip@example.net,NULL,No,Sí,Policía,Sí,Sí,Sí,No,Colombia,Taraz�,TIBACUY,38,1993-05-26,Colfondos,853,Sí,APROBADO
Lori,Hernandez,2008-07-10,+1-313-479-6274,2163422016,gabriel00@example.org,NULL,No,Sí,Minsalud,Sí,No,No,Sí,Colombia,La Pintada,PUERTO GAITAN,60,2001-08-04,Colfondos,295,No,RECHAZADO
Antonio,Rice,2024-05-31,690.218.0791x850,2962050048,bcurry@example.net,NULL,Sí,No,N/A,No,Sí,Sí,No,Isla de Navidad,no aplica,no aplica,30,2002-12-20,Provenir,53,Sí,RECHAZADO
Darlene,Taylor,2018-07-10,874.617.1647,3877273138,tanya28@example.net,NULL,No,Sí,Policía,No,No,No,No,República Democrática del Congo,no aplica,no aplica,32,1988-12-28,Provenir,45,No,APROBADO
Julia,Hawkins,2004-08-29,(595)394-5443,4298015855,carterjoseph@example.org,NULL,No,Sí,Armada,No,Sí,Sí,Sí,Burkina Faso,no aplica,no aplica,27,1963-08-28,Colfondos,463,Sí,APROBADO
Jacob,Walsh,2019-12-05,472.536.3359x66233,4660819202,williamsalexa@example.net,NULL,No,No,Armada,Sí,Sí,No,Sí,Colombia,COTORRA,CORDOBA,18,1966-03-10,Old Mutual,255,Sí,EMBARGADO
Sally,Ramirez,2011-04-21,742.361.8013x096,5619134646,janepeterson@example.net,2024-10-28,Sí,Sí,Policía,No,No,Sí,Sí,Colombia,SAN ESTANISLAO,BOSCONIA,58,1989-05-29,Provenir,883,No,RECHAZADO
Eric,Taylor,2007-11-19,+1-936-910-5021x48570,2819166021,tsantiago@example.net,2022-04-20,No,Sí,Armada,Sí,No,Sí,No,Colombia,EL CERRITO,ICONONZO,59,1994-02-01,Old Mutual,536,No,APROBADO
Michael,Craig,2002-08-15,9922592101,7904639426,aclark@example.net,NULL,No,No,Mininterior,Sí,No,No,Sí,Colombia,SANTANDER DE QUILICHAO,Cocorn�,56,1994-04-29,Protección,300,No,RECHAZADO
Rachel,Herring,2008-08-26,851-712-4392x965,717348858,grogers@example.net,NULL,No,Sí,Armada,No,Sí,No,Sí,Colombia,LA MERCED,PUEBLO BELLO,54,2000-10-25,Protección,1011,No,APROBADO
Brandy,Russell,2008-05-07,001-626-852-3967x940,4695713421,briangreen@example.org,NULL,No,No,Policía,No,No,Sí,Sí,Colombia,Sons�n,EL CALVARIO,48,2003-12-09,Protección,920,Sí,EMBARGADO
Mindy,Hebert,2000-12-09,001-904-284-8909x524,8508660634,renee38@example.net,NULL,No,Sí,Policía,Sí,Sí,No,Sí,Colombia,SAN PABLO,VIRACACHA,33,2004-08-04,Colfondos,411,No,APROBADO
