Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Trevor,Clark,2017-07-24,001-346-276-3094,358146012,carrie75@example.org,NULL,No,Sí,Policía,No,Sí,No,Sí,Colombia,USIACURI,San Vicente,22,1971-07-14,Colfondos,1053,No,APROBADO
Samantha,Davis,2008-05-27,296-271-9540x6052,4828517426,robintravis@example.com,2020-05-02,No,Sí,Inpec,No,Sí,No,No,Colombia,NEIRA,GACHALA,25,1956-02-04,Colfondos,136,Sí,INHABILITADO
Cassandra,Williamson,2002-11-26,433.698.6299x14667,6014179845,renee53@example.org,NULL,No,No,Armada,No,No,No,No,Colombia,CONVENCION,GAMEZA,48,1988-07-14,Colfondos,392,No,EMBARGADO
Omar,Hayes,2008-03-03,(241)423-9926x14017,9515478894,petercampbell@example.net,NULL,Sí,No,Mininterior,No,No,No,Sí,Colombia,Carepa,FRANCISCO PIZARRO,18,1955-10-24,N/A,217,No,RECHAZADO
Rebecca,Taylor,2011-07-30,+1-955-366-2936x3154,4610093129,edunn@example.net,2020-12-05,Sí,Sí,Policía,Sí,Sí,Sí,Sí,Colombia,CALIMA,PACOA,57,1994-03-08,Colfondos,824,No,RECHAZADO
Joseph,Harper,2010-05-03,(986)417-0958x8642,3639387802,albertcraig@example.net,2021-11-08,No,No,Minsalud,No,No,No,No,Colombia,MERCADERES,EL COPEY,67,1959-06-29,Colfondos,876,Sí,RECHAZADO
Michelle,Villanueva,2021-09-06,2905610064,495357032,joneshayley@example.net,2021-11-25,No,Sí,Minsalud,Sí,Sí,No,No,Colombia,CUCUTA,SANTA HELENA DEL OPON,67,1992-12-28,Protección,729,No,RECHAZADO
Carolyn,Reyes,2024-01-10,394.524.2309x5442,2285719279,orozcomichele@example.org,2020-11-10,Sí,No,Armada,Sí,Sí,Sí,No,Colombia,POLONUEVO,MARMATO,46,1995-05-27,Old Mutual,688,Sí,RECHAZADO
Alyssa,Alvarado,2002-04-03,(713)669-5903,6840631035,bradleyprice@example.org,NULL,No,Sí,N/A,No,Sí,No,Sí,Colombia,MACARAVITA,SEVILLA,34,1964-10-27,Provenir,422,No,RECHAZADO
Tammy,Ochoa,2018-07-20,827-857-2996x8082,4399614116,christopher33@example.com,NULL,No,Sí,Minsalud,Sí,Sí,No,No,Colombia,JUNIN,SAN PEDRO,47,1986-08-16,Provenir,364,No,RECHAZADO
Elizabeth,Bray,2000-03-26,+1-749-808-9909x603,8485042378,christopherstein@example.org,2021-09-14,No,Sí,N/A,Sí,Sí,No,No,Colombia,PLANADAS,ALTO BAUDO,54,1974-01-03,Provenir,1010,No,EMBARGADO
Destiny,Baker,2004-02-10,635-348-7643x571,9909195230,jacksonryan@example.net,NULL,Sí,Sí,Inpec,No,No,Sí,Sí,Colombia,GsICAN,BAHIA SOLANO,52,1960-02-03,Old Mutual,904,No,RECHAZADO
Joseph,Johnson,2020-11-04,+1-347-450-5606x2650,4645729480,barajastristan@example.org,2022-03-02,No,No,Minsalud,No,No,No,No,Colombia,GUARANDA,LEIVA,21,1963-07-31,Old Mutual,875,Sí,EMBARGADO
Jason,Burns,2011-03-24,2485523319,8899694560,danielleingram@example.net,2024-08-23,No,No,Mininterior,Sí,No,Sí,No,Colombia,BARRANCAS,PLATO,21,1980-01-16,N/A,335,Sí,RECHAZADO
Bernard,Cole,2008-09-20,+1-828-753-4215x2597,4203473377,nancytorres@example.net,2021-08-07,No,No,Policía,Sí,Sí,No,Sí,República Centroafricana,no aplica,no aplica,32,1999-04-08,Provenir,724,No,RECHAZADO
David,Phillips,2012-04-09,+1-831-514-2112x242,2922462829,michaelmaldonado@example.com,2023-11-05,No,No,Policía,No,Sí,Sí,No,Colombia,Montebello,CIMITARRA,45,1985-01-21,Old Mutual,799,No,EMBARGADO
Todd,Johnson,2018-12-26,(486)791-1607x41226,9529348577,brobinson@example.com,2020-01-25,Sí,Sí,Armada,No,Sí,Sí,Sí,Colombia,ALTAMIRA,EL PEÑON,18,1973-01-11,Colfondos,383,Sí,RECHAZADO
