Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Tiffany,Coffey,2010-07-23,001-984-386-5707x9655,1339745142,mcook@example.com,2022-05-04,No,Sí,Inpec,No,No,No,No,Colombia,MONIQUIRA,VISTAHERMOSA,65,1960-01-15,Provenir,999,No,INHABILITADO
Jonathan,Martinez,2010-07-30,856.618.3482,5382605810,xduarte@example.net,2022-05-14,Sí,No,Mininterior,Sí,Sí,Sí,No,Colombia,CLEMENCIA,CUASPUD,51,1991-04-16,Old Mutual,59,No,RECHAZADO
Travis,Wise,2024-03-20,958.556.1447,1898940067,peter16@example.org,2020-11-26,Sí,No,Minsalud,No,Sí,No,Sí,Colombia,EL DONCELLO,CAMPOHERMOSO,52,1994-03-04,Colfondos,396,No,RECHAZADO
Rachel,Davis,2009-07-02,910.413.7102,8345850401,mccallscott@example.com,2021-12-23,No,No,Policía,Sí,Sí,No,Sí,Colombia,COLOSO,ALCALA,28,1989-02-18,Protección,692,Sí,EMBARGADO
Angela,Craig,2005-06-10,349-732-8585,7396532705,jeffreyhodge@example.net,NULL,Sí,Sí,Minsalud,No,Sí,No,Sí,Colombia,Sabaneta,Caracol�,45,2003-09-21,Provenir,432,Sí,RECHAZADO
Susan,Shepherd,2001-11-20,566-359-1260,7228799582,jasonwilliams@example.net,NULL,No,Sí,Minsalud,No,No,Sí,No,Colombia,PEREIRA,CRAVO NORTE,20,1985-04-06,Provenir,586,Sí,APROBADO
Jonathan,Miller,2021-10-09,645-594-4603,6909420563,carriesutton@example.com,NULL,No,Sí,Armada,No,No,Sí,No,Colombia,MIRANDA,CHAPARRAL,29,1995-01-19,Old Mutual,754,Sí,APROBADO
Julie,Moore,2004-11-07,(337)621-8009,9429922970,brownlaura@example.com,2021-06-01,Sí,No,Inpec,No,Sí,No,No,Colombia,CHIVATA,MARMATO,47,1960-07-06,Protección,548,Sí,RECHAZADO
Edward,Lynn,2012-04-26,6594425428,3269141846,kimberlyrose@example.org,2024-07-19,Sí,No,Policía,Sí,No,No,No,Colombia,LA SIERRA,TINJACA,46,1961-06-04,Protección,595,Sí,RECHAZADO
Antonio,Holmes,2001-10-28,264.259.5096x0562,8721177134,michael06@example.net,NULL,Sí,Sí,Minsalud,No,Sí,Sí,Sí,Colombia,SAN ALBERTO,Guarne,69,1987-08-18,Old Mutual,801,No,RECHAZADO
Jesse,Beard,2019-07-29,785.842.9239,3056704815,janet09@example.com,NULL,No,Sí,Policía,No,Sí,No,Sí,Colombia,Amalfi,LA UNION,28,1957-03-25,N/A,292,Sí,APROBADO
Angela,Mitchell,2000-04-07,(772)926-4260,7035029309,kgonzalez@example.net,NULL,No,Sí,Mininterior,Sí,Sí,No,Sí,Colombia,BUENAVENTURA,ARJONA,65,1964-11-10,Protección,285,Sí,RECHAZADO
Charles,Neal,2012-02-26,+1-997-274-6544,8392347320,flong@example.com,2020-03-28,Sí,Sí,Inpec,Sí,No,Sí,No,Colombia,MOMPOS,Ciudad Bol�var,37,1975-01-26,Provenir,187,No,RECHAZADO
Johnny,Palmer,2014-04-05,592.406.2379x27097,4830631839,thomas13@example.net,NULL,Sí,Sí,Policía,Sí,Sí,No,Sí,Francia,no aplica,no aplica,51,1960-01-30,Colfondos,744,No,RECHAZADO
Anthony,King,2005-09-10,001-318-962-8790x9222,3136802692,taylor72@example.org,2024-07-08,No,Sí,Inpec,No,No,No,No,Colombia,CHIRIGUANA,SALAMINA,66,2004-09-09,N/A,628,Sí,RECHAZADO
Krystal,Howell,2020-09-12,+1-629-779-8503x3217,2327948858,zbrown@example.org,NULL,No,Sí,Mininterior,Sí,No,Sí,No,Colombia,SAN JUAN DEL CESAR,SANTIAGO DE TOLU,26,1966-12-26,N/A,374,Sí,RECHAZADO
Travis,Johnson,2005-06-15,001-444-879-6464,9035543803,john45@example.org,NULL,Sí,Sí,Inpec,Sí,No,No,No,Bahamas,no aplica,no aplica,37,1995-09-25,Provenir,338,No,RECHAZADO
David,Myers,2013-11-07,4114112724,1015737055,jamieray@example.org,2021-04-12,No,Sí,Inpec,No,No,No,No,Colombia,PAZ DE ARIPORO,VILLAPINZON,31,2003-12-23,Protección,467,No,INHABILITADO
Ryan,Cross,2020-02-06,654.368.3974,7720963969,donaldrichmond@example.com,NULL,No,Sí,Inpec,No,No,No,No,Colombia,SANTA LUCIA,LA PRIMAVERA,22,1968-09-22,Old Mutual,376,No,INHABILITADO
Gregory,Cruz,2019-03-16,9722359142,2899794771,bautistastephen@example.org,NULL,No,No,Policía,Sí,Sí,No,Sí,Colombia,LA TEBAIDA,LA GUADALUPE,65,1954-08-09,Provenir,402,No,RECHAZADO
James,Owens,2007-01-20,001-512-613-1170x609,7044936657,moralesjill@example.com,2023-03-04,No,No,Minsalud,Sí,No,No,Sí,Colombia,SAN MARTIN DE LOBA,USIACURI,40,1957-06-27,Old Mutual,399,Sí,EMBARGADO
Justin,Johnson,2011-01-23,442.914.8560,9773590477,sbeasley@example.com,2020-11-14,Sí,No,Armada,No,No,Sí,No,Colombia,SOACHA,Betulia,60,1978-04-30,Old Mutual,982,Sí,RECHAZADO
