Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Rebecca,Roy,2004-05-06,669.590.6602x989,2750402420,shawnmalone@example.com,NULL,Sí,Sí,Armada,No,Sí,Sí,Sí,Colombia,San Pedro de los Milagros,Puerto Berr�o,23,1993-04-25,Provenir,39,No,RECHAZADO
Jennifer,Martin,2001-01-12,+1-988-398-5697x4096,6210314803,karenporter@example.net,2023-09-16,Sí,Sí,Minsalud,No,Sí,Sí,No,Colombia,SAN JOSE DE MIRANDA,LA GLORIA,47,1969-06-21,Protección,43,No,RECHAZADO
Melissa,Hardy,2018-12-25,660-836-7018x0342,1636683050,vaughnpamela@example.net,NULL,Sí,Sí,Mininterior,No,Sí,Sí,No,Colombia,CABRERA,TAUSA,33,1991-10-07,Protección,943,No,RECHAZADO
Jeremy,Frederick,2000-03-04,001-936-595-8992x098,9430209678,rachel80@example.net,2021-05-08,Sí,Sí,Minsalud,No,No,Sí,Sí,Colombia,SANTA ANA,CACOTA,19,1978-11-24,Colfondos,922,No,RECHAZADO
Andrew,Johnson,2002-06-12,3996762617,1933484928,johnwarren@example.org,2020-08-10,Sí,No,N/A,No,No,No,No,Italia,no aplica,no aplica,64,1955-12-02,N/A,38,Sí,RECHAZADO
Danielle,Gill,2019-05-17,873-758-9027x622,9456561820,benjaminjuarez@example.net,2024-09-01,Sí,Sí,N/A,No,Sí,Sí,Sí,Letonia,no aplica,no aplica,44,2000-09-24,Colfondos,937,No,RECHAZADO
Stephanie,Bailey,2018-07-08,+1-281-423-8396,1487859510,adamskatie@example.com,NULL,Sí,No,Mininterior,No,Sí,Sí,No,Colombia,SUCRE,EL CASTILLO,62,1994-04-30,N/A,129,No,RECHAZADO
Kristin,Ruiz,2016-12-11,659-423-4129x1530,1826823632,john39@example.org,NULL,No,No,Armada,No,Sí,No,Sí,Colombia,QUIPAMA,Sons�n,48,1988-10-03,Protección,53,Sí,APROBADO
Melanie,Barnes,2002-04-05,9119315447,1528894382,gina68@example.net,NULL,No,No,Minsalud,Sí,Sí,No,Sí,Vietnam,no aplica,no aplica,34,2003-07-18,N/A,843,No,RECHAZADO
Katie,Bowen,2002-05-17,2454531441,8764714313,deanna40@example.com,NULL,No,No,N/A,Sí,No,No,No,Colombia,MONGUI,TEORAMA,44,1993-09-26,Provenir,94,No,RECHAZADO
