Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Michael,Morgan,2006-12-28,482.485.3462,4398844349,andrewmclaughlin@example.net,NULL,Sí,No,Minsalud,No,Sí,No,Sí,Colombia,BOJAYA,CALDONO,19,1990-03-17,Colfondos,442,No,RECHAZADO
Jennifer,Parks,2014-02-23,3169297720,6982834390,rodriguezlisa@example.net,2020-05-25,No,Sí,Inpec,No,Sí,Sí,No,Colombia,SAN PEDRO,FLORESTA,37,1961-10-01,Old Mutual,772,Sí,APROBADO
Daniel,Contreras,2014-11-27,001-736-805-2548x59511,8737084912,jenniferbradley@example.net,NULL,Sí,No,N/A,Sí,Sí,No,Sí,Colombia,OTANCHE,SAN CALIXTO,44,1955-05-27,Protección,697,No,RECHAZADO
James,Snyder,2016-05-08,+1-779-953-4125x4779,9643063797,whitesteven@example.org,NULL,Sí,No,N/A,No,No,Sí,Sí,Mauritania,no aplica,no aplica,43,2000-03-01,Provenir,855,Sí,RECHAZADO
Ana,Hale,2010-11-22,546-400-7579,8434627406,rguzman@example.org,2024-09-25,Sí,No,Policía,No,No,Sí,Sí,Colombia,SAN BERNARDO DEL VIENTO,PROVIDENCIA,52,1962-11-16,Protección,730,Sí,RECHAZADO
Michael,Mullins,2018-10-23,438.565.5503,573472720,debra11@example.com,NULL,No,Sí,Mininterior,No,No,Sí,Sí,Colombia,LEJANIAS,SANTA ISABEL,48,1997-07-21,Old Mutual,113,No,APROBADO
Benjamin,Baker,2024-04-02,782-415-0840x0096,6623074949,wreed@example.net,NULL,Sí,Sí,Policía,No,Sí,Sí,Sí,Colombia,GRAMALOTE,GUAPOTA,34,1966-08-02,Protección,130,Sí,RECHAZADO
Stephen,Glenn,2017-11-02,001-393-992-8688x6587,7449669220,laura48@example.net,2022-02-18,Sí,No,Mininterior,Sí,Sí,Sí,Sí,Colombia,MALLAMA,PITALITO,18,1957-04-03,Protección,645,No,RECHAZADO
Carl,Dawson,2007-12-01,001-356-695-2816x76538,5434463059,brandonford@example.com,NULL,No,Sí,Inpec,Sí,No,No,No,Colombia,PUERTO LLERAS,SAN ZENON,49,1966-02-04,Provenir,1014,No,INHABILITADO
Joseph,Baker,2005-01-26,4986072076,7916629576,codygarcia@example.net,2022-04-28,No,No,Mininterior,Sí,No,No,No,Wallis y Futuna,no aplica,no aplica,58,1989-12-31,Colfondos,35,No,RECHAZADO
