Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Ashley,Washington,2020-10-21,+1-217-832-7686x8742,44053214,jason09@example.org,NULL,Sí,Sí,Mininterior,Sí,Sí,Sí,No,Sri lanka,no aplica,no aplica,41,1968-06-26,Provenir,144,No,RECHAZADO
Matthew,Greene,2009-03-06,249.813.6222x3451,7485223974,wallaceteresa@example.org,2021-06-10,No,No,Armada,No,No,Sí,Sí,Colombia,SAMACA,PURISIMA,35,1953-11-25,Provenir,1117,No,EMBARGADO
Joshua,Becker,2016-10-13,402-403-1539x3480,7146030572,davidperry@example.net,2022-02-07,Sí,Sí,Inpec,Sí,No,Sí,Sí,Colombia,SANDONA,VELEZ,46,1968-11-22,Provenir,154,No,RECHAZADO
Shannon,Wilson,2012-05-10,394-742-5045,8385637884,bthornton@example.org,NULL,Sí,Sí,N/A,Sí,No,No,No,Colombia,C�ceres,TIBASOSA,42,1993-07-22,Provenir,268,Sí,RECHAZADO
Margaret,Miller,2004-03-14,+1-556-505-5700x3554,6304610642,christopher49@example.org,NULL,Sí,Sí,Armada,Sí,No,Sí,No,Colombia,PALESTINA,TENERIFE,52,2000-09-04,Old Mutual,959,No,RECHAZADO
Nicole,Chen,2009-05-21,827-479-2005,4559075767,barbara71@example.org,2022-05-20,No,Sí,Minsalud,Sí,No,Sí,Sí,Colombia,SUPIA,SUSA,65,1954-09-26,N/A,563,Sí,RECHAZADO
Tara,Wiley,2010-04-29,+1-590-811-0809x431,5905661646,uhernandez@example.net,2024-05-27,No,Sí,Minsalud,Sí,No,No,No,Colombia,CORINTO,Maceo,26,1955-03-09,Colfondos,299,No,RECHAZADO
Lauren,Torres,2001-10-27,001-860-751-8064x217,3215436355,kdavid@example.net,NULL,No,Sí,Minsalud,No,Sí,Sí,Sí,Colombia,MALAGA,Taraz�,20,1960-07-05,Colfondos,146,Sí,APROBADO
Donna,Rogers,2017-12-21,001-349-550-6083x65114,6059888218,bethadkins@example.org,NULL,No,Sí,Minsalud,No,No,Sí,Sí,Aruba,no aplica,no aplica,47,1979-03-26,N/A,837,No,APROBADO
John,Gray,2003-10-21,306-907-2844x78022,478666997,robert30@example.com,NULL,Sí,No,Minsalud,No,Sí,No,No,Colombia,QUIPILE,COPER,66,1991-02-13,Protección,657,No,RECHAZADO
Robert,Hoffman,2022-01-11,638.396.7576x7237,4779775898,patriciahenry@example.com,2024-11-05,Sí,No,Policía,Sí,Sí,Sí,No,Colombia,CAJICA,SAN LUIS DE GACENO,55,1981-07-20,Old Mutual,1085,Sí,RECHAZADO
Isabella,Harper,2013-11-22,554-367-2201,597962051,zmorris@example.com,NULL,Sí,Sí,Armada,Sí,Sí,Sí,Sí,Colombia,PIVIJAY,BALBOA,34,1989-01-30,Colfondos,1041,Sí,RECHAZADO
Hannah,Thomas,2007-03-02,(791)996-0121,3711139282,dcarroll@example.org,2022-06-06,No,Sí,Inpec,Sí,Sí,No,No,Colombia,CORINTO,SOATA,62,1991-04-15,Provenir,985,No,INHABILITADO
Michelle,Marks,2013-09-22,001-913-704-7782x704,675719734,jennifer28@example.org,2022-07-27,Sí,Sí,Armada,No,Sí,Sí,Sí,Colombia,San Francisco,CHINAVITA,65,1978-01-15,Colfondos,1104,No,RECHAZADO
Denise,Taylor,2019-10-02,665-365-7539,5266953049,clintoncooper@example.com,2023-03-23,Sí,Sí,Minsalud,No,No,Sí,Sí,Colombia,CALIFORNIA,PEDRAZA,47,1969-12-26,Protección,201,No,RECHAZADO
Catherine,Rodgers,2023-06-28,+1-718-658-0604x2841,6098629792,robertcarroll@example.net,NULL,No,No,Mininterior,No,Sí,Sí,Sí,Colombia,ARBELAEZ,Marinilla,67,1985-11-01,Colfondos,124,Sí,RECHAZADO
