Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Matthew,Washington,2023-04-04,888-271-9200,1496594504,sandrawhite@example.org,NULL,No,No,N/A,No,Sí,Sí,No,Colombia,TAUSA,ARROYOHONDO,21,1963-09-22,Protección,590,No,RECHAZADO
Brittany,Welch,2019-03-24,740.636.0013x097,895755326,anthony99@example.net,2022-04-24,No,Sí,Armada,No,No,No,No,Colombia,FLORENCIA,CORRALES,19,1986-02-23,Colfondos,470,Sí,APROBADO
Kyle,Cantu,2015-05-05,+1-274-564-8931,2774496359,sharonsimpson@example.com,2023-10-06,No,Sí,Minsalud,Sí,Sí,Sí,Sí,San Pedro y Miquelón,no aplica,no aplica,24,1991-12-04,N/A,836,Sí,RECHAZADO
Julie,Harris,2022-06-15,+1-700-606-5603x904,6113793343,kbradley@example.net,2020-08-11,No,No,Mininterior,Sí,No,Sí,Sí,Colombia,JAMUNDI,OIBA,53,1966-08-09,Old Mutual,1142,Sí,EMBARGADO
Stephanie,Lopez,2017-08-30,393-488-5910,3255037681,stucker@example.org,NULL,No,No,Mininterior,No,Sí,Sí,No,Afganistán,no aplica,no aplica,60,1969-12-13,Provenir,932,Sí,RECHAZADO
Rachel,Moran,2011-06-01,507-536-5817x9684,4582368634,mkhan@example.org,NULL,Sí,No,Mininterior,No,No,No,Sí,Colombia,NEMOCON,EL PEÑOL,33,1991-05-26,Protección,788,Sí,RECHAZADO
Cassandra,Sanchez,2003-11-22,001-238-693-2969x196,5334009613,yolandarichmond@example.com,2020-07-19,No,Sí,Policía,No,Sí,No,Sí,Colombia,LA LLANADA,PADILLA,32,1959-05-26,Colfondos,1099,Sí,APROBADO
Kyle,Levine,2023-02-12,740.525.3133,5321390493,kday@example.com,2024-07-02,Sí,No,Policía,No,No,No,Sí,Colombia,LA CALERA,SANTA ROSA DE CABAL,48,1965-10-28,Protección,1026,Sí,RECHAZADO
Kimberly,Chen,2019-08-16,383-403-2663x356,576070104,veronicavalentine@example.net,2024-06-14,Sí,Sí,Minsalud,No,Sí,No,Sí,Colombia,TULUA,MOCOA,63,1965-04-13,Protección,358,No,RECHAZADO
Tara,Lamb,2014-05-21,001-665-470-2632x77295,8581684422,doris95@example.net,NULL,No,Sí,Minsalud,Sí,No,No,Sí,Colombia,BALBOA,CERTEGUI,63,1972-09-10,Provenir,636,No,RECHAZADO
Theodore,Gordon,2022-10-09,9885109781,5142404959,scottjacob@example.com,NULL,Sí,Sí,N/A,No,No,Sí,No,Colombia,Fredonia,PITAL,51,1997-04-05,Colfondos,1073,Sí,RECHAZADO
Stephanie,Blair,2020-09-22,(475)354-9786,6953576799,tonyajarvis@example.org,NULL,No,No,Minsalud,Sí,Sí,No,Sí,Colombia,Arboletes,UBALA,49,1956-03-18,Provenir,613,Sí,APROBADO
Erica,Smith,2000-03-05,971-921-3006x827,395685078,gconner@example.net,NULL,No,Sí,Policía,No,No,No,No,Colombia,ISTMINA,PALESTINA,52,1976-10-21,Provenir,136,No,APROBADO
Elizabeth,Hernandez,2009-01-06,777-373-4330x49663,2591317761,adamjones@example.net,NULL,Sí,No,Inpec,Sí,No,No,No,Colombia,BOCHALEMA,BARAYA,21,1989-03-15,N/A,958,No,RECHAZADO
Beth,Carlson,2022-04-02,001-813-349-3481x8350,8551960142,jennifercox@example.org,NULL,Sí,No,N/A,No,Sí,No,No,Colombia,LA MERCED,CUMBITARA,33,1994-11-19,Protección,336,No,RECHAZADO
Trevor,Powers,2000-09-26,942.410.5468x561,3447729691,qcook@example.net,2021-04-15,No,Sí,Inpec,No,No,No,Sí,Colombia,ARATOCA,LOS ANDES,43,1986-07-05,Protección,108,Sí,APROBADO
Matthew,Chapman,2022-05-24,706-704-0794x78948,3547586966,philipnorris@example.org,NULL,No,No,Policía,No,No,Sí,No,Colombia,COROMORO,BUENAVISTA,57,1980-10-03,Old Mutual,83,Sí,RECHAZADO
Justin,Wu,2024-08-23,875.686.7727x50840,7002093040,amullen@example.org,2022-03-15,Sí,No,Inpec,Sí,No,Sí,Sí,Colombia,SOATA,PEDRAZA,33,1960-01-19,Old Mutual,754,No,RECHAZADO
