Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Brian,Noble,2024-05-28,(459)268-2272x07506,3092670627,gonzalezross@example.org,2023-11-20,No,No,N/A,No,Sí,No,No,Colombia,SEVILLA,Yarumal,66,1998-11-05,Provenir,868,Sí,RECHAZADO
Tammy,Bailey,2022-02-26,+1-519-293-5103x260,6854470139,fernando59@example.org,2021-04-04,Sí,Sí,Armada,No,No,Sí,Sí,Colombia,TEORAMA,MEDIO BAUDO,64,1997-11-03,Old Mutual,446,No,RECHAZADO
Jennifer,Klein,2009-05-18,+1-750-508-7792x296,9878247220,smunoz@example.com,2022-03-13,Sí,Sí,Inpec,No,No,Sí,Sí,Colombia,MACHETA,EL AGUILA,38,1991-10-24,Protección,334,Sí,RECHAZADO
Anthony,Gibbs,2011-03-13,851-341-9493x90391,4473567100,berryjessica@example.com,2020-08-31,No,Sí,Armada,No,No,Sí,Sí,Colombia,LA PEDRERA,SANTA HELENA DEL OPON,56,2001-05-09,Protección,1178,Sí,APROBADO
Thomas,York,2021-05-04,916-581-8900,974095000,elizabeth35@example.com,2021-08-18,Sí,No,Policía,Sí,Sí,No,Sí,Colombia,CIMITARRA,SASAIMA,54,1966-05-06,N/A,844,Sí,RECHAZADO
Spencer,Moreno,2018-03-24,+1-697-870-3582,4517161991,sara63@example.net,NULL,Sí,Sí,Policía,No,Sí,Sí,No,Colombia,RIOSUCIO,RESTREPO,26,1985-12-25,Old Mutual,602,Sí,RECHAZADO
Jacqueline,Benjamin,2002-02-04,(301)227-5327x918,3624063731,cristina27@example.net,NULL,No,No,Armada,Sí,Sí,No,No,Colombia,San Jos� de la Monta�a,MARSELLA,55,2003-11-24,Colfondos,859,Sí,EMBARGADO
Robert,Evans,2015-12-30,001-981-532-8548x0316,6343341793,dgray@example.org,2024-03-17,Sí,No,Minsalud,Sí,Sí,Sí,Sí,Islas de Åland,no aplica,no aplica,46,1979-04-05,Old Mutual,1139,No,RECHAZADO
Jeanne,Colon,2024-05-23,+1-917-719-2165x46575,1897360225,tcook@example.net,NULL,No,No,Policía,No,No,Sí,Sí,Colombia,LA BELLEZA,GUTIERREZ,45,1964-04-22,Old Mutual,780,Sí,EMBARGADO
Deborah,Harrison,2003-09-03,394-965-8436,685207212,michaelandersen@example.org,NULL,No,Sí,Inpec,No,Sí,No,No,Colombia,CUASPUD,PUERTO LIBERTADOR,26,1984-04-30,Colfondos,166,Sí,INHABILITADO
Maria,Johnson,2016-08-01,(468)956-0619,9938699646,mindy09@example.com,NULL,Sí,Sí,Minsalud,Sí,No,Sí,Sí,Colombia,San Pedro de los Milagros,MANIZALES,35,1999-06-11,Provenir,839,Sí,RECHAZADO
Timothy,Rice,2017-08-06,428.598.4261x9038,6886261252,williamsalyssa@example.com,2022-01-29,No,Sí,N/A,No,No,No,No,Colombia,ANAPOIMA,CANDELARIA,62,1998-06-20,Old Mutual,1076,No,RECHAZADO
John,Dominguez,2017-08-23,5596890014,2917294187,william84@example.org,2023-02-26,Sí,Sí,Armada,Sí,Sí,Sí,Sí,Colombia,LERIDA,PUERTO GUZMAN,22,1996-09-16,Colfondos,757,Sí,RECHAZADO
Nicole,Clements,2015-08-20,+1-350-590-0435x88036,9378641816,robertsrobert@example.org,2024-05-13,Sí,No,Minsalud,No,No,No,No,Colombia,VALLEDUPAR,EL CERRITO,47,1991-10-14,Colfondos,1194,No,RECHAZADO
Patrick,Miller,2015-04-13,001-755-624-2453x5478,1436788030,carlamclaughlin@example.net,NULL,No,Sí,N/A,Sí,Sí,Sí,No,Colombia,CACOTA,PIENDAMO,52,2004-12-30,Protección,1176,No,EMBARGADO
Crystal,Martinez,2019-12-23,871.829.7666x41733,5204002671,joshua70@example.net,2023-06-08,No,Sí,Armada,Sí,No,No,No,Colombia,SAMACA,Yond�,37,1972-08-20,Colfondos,458,No,APROBADO
Gary,Hunt,2001-08-03,001-662-968-2820x5593,2157495524,ucarr@example.net,2023-07-19,No,Sí,N/A,Sí,No,No,No,Colombia,VILLANUEVA,Puerto Berr�o,29,1956-03-16,Provenir,16,No,RECHAZADO
Ronald,Taylor,2010-06-18,+1-405-706-3962x91572,3806256125,ashley83@example.com,NULL,No,No,Minsalud,No,Sí,No,No,Colombia,EL ESPINO,JAMBALO,65,1992-08-21,Provenir,1038,Sí,RECHAZADO
