Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Ashley,Green,2013-08-03,744-517-1286,1650437423,aknight@example.org,NULL,Sí,Sí,Mininterior,No,Sí,No,No,Colombia,SUTATENZA,BETULIA,69,1980-11-22,Colfondos,850,Sí,RECHAZADO
Autumn,Mendoza,2001-07-29,001-383-824-4573x17737,9328419007,corey55@example.net,NULL,No,No,Policía,No,No,No,No,Colombia,SAN JOSE DE MIRANDA,LA ARGENTINA,43,1982-09-06,Old Mutual,331,No,EMBARGADO
Steven,Ryan,2002-07-11,(649)631-9111x02036,9213370469,lindacarroll@example.org,NULL,No,Sí,Policía,Sí,No,No,Sí,Colombia,ALMAGUER,LA APARTADA,54,1960-05-12,Protección,485,Sí,APROBADO
Scott,Black,2018-05-25,(547)582-3388x86084,9797416058,johnsonmary@example.net,2020-04-13,No,Sí,N/A,Sí,Sí,No,Sí,Guayana Francesa,no aplica,no aplica,51,2001-09-17,Protección,340,No,RECHAZADO
Paul,Jones,2003-06-09,989.914.0989,5874113994,lisacampbell@example.org,2024-05-25,Sí,Sí,Armada,No,Sí,No,Sí,Colombia,MEDIO BAUDO,SAN ANTERO,50,1986-11-20,N/A,750,No,RECHAZADO
Joseph,Diaz,2020-05-10,950-303-5310,8544065776,morrismario@example.org,NULL,Sí,Sí,Policía,Sí,Sí,Sí,No,Colombia,RIOBLANCO,GARZON,33,1990-01-14,Protección,628,Sí,RECHAZADO
Nathan,Mullins,2005-05-23,683-462-8515x95373,518017604,rodneypalmer@example.com,2020-07-27,Sí,No,N/A,No,Sí,Sí,Sí,Colombia,URIBIA,ARENAL,52,1962-03-28,N/A,197,No,RECHAZADO
Jacqueline,Griffith,2009-06-24,7297996224,1865398561,brian89@example.com,NULL,No,No,N/A,Sí,No,No,No,Colombia,TAUSA,ASTREA,63,1963-02-06,Protección,837,Sí,RECHAZADO
Angela,Martin,2012-11-13,(964)366-6059,1317622164,carrie96@example.org,NULL,Sí,No,Inpec,No,Sí,Sí,No,Colombia,CHIBOLO,PUERTO SALGAR,49,1984-04-28,N/A,1005,No,RECHAZADO
Jason,Calderon,2009-08-09,268.702.4428x3762,3827209591,aaronstewart@example.com,2024-07-18,Sí,No,Minsalud,No,No,Sí,Sí,Colombia,PROVIDENCIA,GUACHUCAL,28,1978-05-30,Provenir,1186,Sí,RECHAZADO
Thomas,Evans,2012-04-19,(885)396-7343x787,5434291555,hshannon@example.org,NULL,No,Sí,Mininterior,No,Sí,No,Sí,Colombia,Santa B�rbara,FILADELFIA,18,2002-12-30,Colfondos,191,Sí,APROBADO
