Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Carlos,Barron,2006-10-26,001-656-382-9364x4996,7272472242,samuel06@example.net,2023-04-06,No,Sí,Minsalud,No,Sí,No,Sí,Colombia,GUACHUCAL,PAILITAS,53,1967-06-06,Old Mutual,417,Sí,APROBADO
Travis,Whitney,2006-04-26,(789)247-2967x1856,6516159979,kaylareynolds@example.com,2022-07-28,No,No,Mininterior,Sí,No,Sí,No,Colombia,SANTA LUCIA,Itag��,44,1983-04-08,Colfondos,975,No,EMBARGADO
Aaron,Taylor,2018-04-03,+1-562-863-1789x72237,2029548563,bmiller@example.org,NULL,No,Sí,Minsalud,Sí,Sí,Sí,Sí,Colombia,BUENAVISTA,PASTO,70,1965-11-23,Colfondos,439,No,RECHAZADO
Jennifer,Miller,2014-12-01,(728)464-6691x1392,735050204,petersonstephanie@example.net,2020-04-13,No,No,Mininterior,Sí,No,Sí,Sí,Colombia,PUERTO TEJADA,DUITAMA,53,1967-11-15,Protección,592,No,EMBARGADO
Andrew,Johnson,2020-02-06,777-372-3502,6021982787,amyedwards@example.org,NULL,No,No,Policía,No,Sí,No,Sí,Colombia,SAN JUAN DE RIO SECO,TULUA,54,1956-03-18,Provenir,154,Sí,APROBADO
Shane,Powell,2012-04-05,+1-584-755-1058x673,9277590347,ymartin@example.net,NULL,Sí,Sí,Minsalud,No,Sí,Sí,No,Colombia,UNE,Liborina,38,1988-08-13,Old Mutual,672,No,RECHAZADO
Carla,Nguyen,2023-08-13,001-538-787-7087x26343,6320594693,adrianaevans@example.net,2024-10-01,Sí,No,Minsalud,Sí,No,No,No,Colombia,SAN BERNARDO,COLOSO,57,1969-07-10,Provenir,903,Sí,RECHAZADO
Janet,Glover,2018-01-04,+1-737-261-0638x3886,2644168669,gary45@example.net,2020-01-16,Sí,No,Inpec,Sí,Sí,No,Sí,Colombia,LA PLAYA,VILLARRICA,54,1963-11-13,Protección,1082,No,RECHAZADO
Jason,Johnson,2012-05-01,2798055984,6123713725,rachaelgibbs@example.org,NULL,Sí,No,N/A,Sí,Sí,No,No,Colombia,FALAN,JUAN DE ACOSTA,31,1953-12-30,Provenir,45,No,RECHAZADO
Anne,Clark,2015-08-17,(835)374-0229,5774981517,robinsonjessica@example.net,2020-09-30,No,No,Armada,Sí,Sí,Sí,Sí,Colombia,LANDAZURI,Heliconia,66,1966-11-05,N/A,837,Sí,RECHAZADO
Steven,Wright,2012-03-03,652.758.3042x9159,2946378042,epineda@example.net,2020-09-30,No,Sí,Minsalud,No,No,No,No,Australia,no aplica,no aplica,24,1994-03-16,Provenir,840,Sí,APROBADO
Charles,Moore,2021-06-07,700-419-8925x94036,916828169,faith10@example.net,2022-08-24,No,Sí,N/A,No,Sí,Sí,No,Colombia,GARZON,COVARACHIA,33,1981-04-27,Old Mutual,350,No,EMBARGADO
Sharon,Cooke,2016-03-31,001-896-875-3288,2077372090,econley@example.com,2021-07-21,No,No,Policía,Sí,No,Sí,Sí,Colombia,EL PAUJIL,Caracol�,28,2003-11-07,Old Mutual,473,No,EMBARGADO
Elizabeth,Walker,2019-08-09,677-879-6704x9663,5061912082,allenjoshua@example.org,NULL,Sí,No,N/A,Sí,No,Sí,Sí,Colombia,DAGUA,CHIPATA,24,1956-04-27,Colfondos,1091,Sí,RECHAZADO
Lisa,Clayton,2017-02-27,809.794.5298x93503,2969294387,katherinemurphy@example.com,NULL,No,Sí,Inpec,Sí,No,No,No,Colombia,SAN FRANCISCO,CACHIPAY,64,1984-12-08,Colfondos,790,No,INHABILITADO
