Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Lisa,Ayala,2017-02-12,289.449.0369,7292658835,kristin77@example.com,NULL,Sí,Sí,N/A,No,No,No,Sí,Colombia,SAN FELIPE,CUMBITARA,53,1993-05-12,N/A,335,No,RECHAZADO
Eric,Hubbard,2023-11-20,5109865447,986446855,stevenjohnson@example.org,2024-07-19,Sí,No,Policía,Sí,Sí,Sí,No,Colombia,RESTREPO,DAGUA,47,1992-04-30,Protección,672,Sí,RECHAZADO
Jason,Wilcox,2011-03-28,+1-438-411-9555,6982028913,holtjennifer@example.net,2022-08-12,No,Sí,Mininterior,No,Sí,Sí,Sí,Letonia,no aplica,no aplica,70,1974-01-11,Old Mutual,1053,No,APROBADO
Roy,Baker,2024-07-13,549.746.7407x586,5555373014,colonfelicia@example.org,NULL,No,Sí,Minsalud,Sí,No,No,No,Colombia,VALLE DE SAN JUAN,T�mesis,42,1983-05-01,Protección,1175,No,RECHAZADO
Patrick,Thompson,2012-07-19,988-790-7242,9085139749,samuelford@example.org,NULL,No,No,Minsalud,Sí,Sí,No,Sí,Colombia,LA SIERRA,TIMBIQUI,62,2006-10-14,Provenir,62,Sí,RECHAZADO
Andrew,Mann,2023-10-24,+1-776-648-9301x275,2126186746,norma62@example.net,2022-03-04,Sí,No,Policía,Sí,Sí,No,Sí,Colombia,NATAGAIMA,ELIAS,32,1957-06-23,Provenir,317,No,RECHAZADO
Brian,Riley,2022-08-05,(628)435-0710,7085437220,fvaldez@example.org,2022-03-03,No,No,Minsalud,Sí,Sí,Sí,Sí,Colombia,SURATA,SAN GIL,28,2002-05-07,Old Mutual,697,No,EMBARGADO
Tiffany,Jackson,2012-10-03,700-925-9034x95161,2670416501,melindacooper@example.net,NULL,No,No,Armada,No,No,No,No,Colombia,PAJARITO,LOS PATIOS,52,1998-03-09,Old Mutual,1181,Sí,EMBARGADO
Amanda,Reynolds,2000-03-30,(526)690-7760x032,7051016977,wilsonlatoya@example.org,2024-03-24,No,Sí,Mininterior,Sí,Sí,No,No,Burundi,no aplica,no aplica,49,1966-03-23,Colfondos,909,Sí,RECHAZADO
Joseph,Coleman,2024-01-23,001-983-322-7607x587,21481876,rharvey@example.org,2021-06-22,No,No,Policía,No,No,No,Sí,Colombia,SAN LUIS,MANI,51,1962-06-29,N/A,460,No,RECHAZADO
