Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Jesse,Smith,2009-12-31,961-509-8761x663,6156698632,lori59@example.com,2024-01-27,No,No,Policía,Sí,No,Sí,Sí,Colombia,BAJO BAUDO,T�mesis,45,1997-05-20,Protección,1199,Sí,EMBARGADO
Tina,Watson,2010-02-27,+1-445-830-9656x76279,2366236967,candice05@example.net,NULL,Sí,Sí,N/A,No,Sí,Sí,Sí,Colombia,SANTA MARTA,Puerto Triunfo,66,1973-03-01,Colfondos,443,No,RECHAZADO
Isaiah,Gordon,2024-05-25,(348)883-0056x8062,5088628224,jill57@example.org,2021-06-15,Sí,No,Armada,Sí,No,Sí,Sí,Colombia,GUTIERREZ,FLORENCIA,49,1999-07-05,Colfondos,25,Sí,RECHAZADO
Jeffrey,Anderson,2004-03-01,6227156449,5631767056,jessicahudson@example.org,2024-02-28,Sí,Sí,Minsalud,No,No,No,Sí,Colombia,LANDAZURI,BARAYA,22,1971-01-15,Protección,888,No,RECHAZADO
Lisa,Fleming,2020-10-05,205.549.4567,6873743205,christopherfarmer@example.net,2020-06-17,No,No,Minsalud,Sí,No,Sí,No,República de Sudán del Sur,no aplica,no aplica,26,1999-01-15,Colfondos,1119,Sí,EMBARGADO
Cory,Gregory,2020-11-19,(736)738-6217x63127,1719926029,williamsonandrea@example.net,2020-11-26,No,No,Armada,Sí,Sí,No,No,Colombia,TIQUISIO,GUALMATAN,28,1985-09-29,Old Mutual,288,Sí,EMBARGADO
Cody,Miller,2000-01-08,001-676-334-9026x5800,5890643403,williamkelley@example.com,2023-05-13,No,No,Minsalud,Sí,Sí,Sí,Sí,Colombia,MOCOA,SAN GIL,29,1964-05-19,N/A,1140,No,RECHAZADO
Cameron,Gutierrez,2015-02-07,001-371-569-0430x303,1658513009,usanchez@example.org,NULL,Sí,Sí,Inpec,Sí,Sí,Sí,No,Panamá,no aplica,no aplica,48,1979-09-23,Provenir,1012,Sí,RECHAZADO
Stephanie,Roberts,2006-09-18,895.770.3412,9350653427,vhall@example.org,2024-07-24,No,No,Minsalud,No,Sí,Sí,No,Colombia,COLOSO,TOPAGA,66,2001-01-17,Old Mutual,1007,Sí,RECHAZADO
Mary,Torres,2001-09-07,912.839.7428x8689,6526566861,charles15@example.net,2019-12-09,Sí,Sí,Policía,Sí,No,No,No,Colombia,SACAMA,GAMEZA,33,1966-08-09,Protección,1045,Sí,RECHAZADO
Jessica,Reese,2016-09-22,+1-692-670-5599x380,5598016200,christopherbutler@example.org,2022-07-11,Sí,No,Mininterior,Sí,No,No,Sí,Colombia,MOLAGAVITA,SAN ANDRES DE TUMACO,36,1967-09-16,Protección,845,No,RECHAZADO
Amy,Reed,2000-12-12,(905)585-1130x4222,3896364472,ijoseph@example.net,NULL,No,Sí,Policía,No,No,Sí,No,Colombia,BARAYA,MAJAGUAL,26,1976-04-16,Provenir,787,No,APROBADO
Timothy,Christian,2019-10-28,(330)916-0999x468,3299885288,paul77@example.net,NULL,No,No,Mininterior,No,Sí,Sí,No,Colombia,OROCUE,FACATATIVA,56,1984-10-19,Colfondos,786,No,RECHAZADO
Benjamin,Arnold,2006-02-28,(450)950-7023x3449,157787747,joyhurst@example.net,NULL,Sí,No,Policía,Sí,No,Sí,No,República del Congo,no aplica,no aplica,30,1969-08-11,N/A,1197,Sí,RECHAZADO
Philip,James,2013-02-16,334.509.2729,132796993,dennisstafford@example.com,NULL,No,No,Policía,Sí,No,Sí,Sí,Colombia,CUMARAL,QUIBDO,26,1964-12-04,Protección,1075,Sí,EMBARGADO
Gerald,Norman,2000-11-12,697.802.8682,6895620234,xschneider@example.org,2023-06-03,Sí,Sí,Mininterior,Sí,No,No,Sí,Colombia,SARAVENA,URUMITA,43,1964-04-27,Protección,364,No,RECHAZADO
Jennifer,Jackson,2022-12-15,3106838606,4437888399,hayesmary@example.com,NULL,No,Sí,Mininterior,No,No,Sí,No,Colombia,LA PLAYA,MIRITI - PARANA,49,1965-03-09,Provenir,937,Sí,APROBADO
Jeffrey,Herrera,2021-01-23,3087582591,9970688736,bonnieherman@example.net,NULL,Sí,Sí,Minsalud,No,Sí,No,No,Colombia,YACUANQUER,TENA,65,1980-05-09,Provenir,359,No,RECHAZADO
Aaron,Gonzales,2022-07-08,001-722-245-5327x027,2580589177,jason67@example.net,2022-11-08,No,Sí,Minsalud,No,Sí,Sí,Sí,Corea del Norte,no aplica,no aplica,29,2003-01-25,Protección,163,No,APROBADO
