Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Kevin,Hubbard,2018-01-23,+1-723-393-5492x897,708662949,nhenderson@example.com,NULL,No,Sí,Mininterior,Sí,No,No,Sí,San Cristóbal y Nieves,no aplica,no aplica,54,2006-03-13,Colfondos,261,No,RECHAZADO
Johnny,Williams,2004-12-10,280-941-4420,4505612837,travis65@example.com,NULL,No,Sí,Inpec,Sí,Sí,Sí,No,Colombia,GUAYABETAL,BETEITIVA,45,1988-04-10,Provenir,50,No,APROBADO
Lauren,King,2020-04-09,843-240-9476,4725649618,scottsandra@example.com,2020-09-13,No,Sí,Mininterior,Sí,No,No,Sí,Suiza,no aplica,no aplica,60,1981-12-27,Protección,471,Sí,RECHAZADO
April,Reyes,2008-11-02,001-304-947-3372,3776295550,scott78@example.com,2020-02-08,Sí,Sí,Policía,No,No,Sí,No,Colombia,PARATEBUENO,JESUS MARIA,68,2002-02-16,Protección,644,Sí,RECHAZADO
Juan,Jones,2020-06-14,001-797-679-3960x978,4963918977,larry63@example.org,NULL,Sí,Sí,Policía,No,No,No,No,Irak,no aplica,no aplica,43,1958-02-11,Colfondos,1060,Sí,RECHAZADO
Eric,Roberts,2020-01-25,+1-611-479-5227x675,5491871354,smithzachary@example.net,2021-02-02,Sí,Sí,Policía,Sí,No,No,Sí,Colombia,APULO,Concepci�n,21,1960-01-29,Old Mutual,78,No,RECHAZADO
Derrick,Nelson,2005-04-12,963-874-8803x96039,1457044560,zrodriguez@example.org,NULL,Sí,No,N/A,No,Sí,No,No,Colombia,LA PRIMAVERA,GUACARI,34,1961-11-14,Colfondos,62,Sí,RECHAZADO
Cynthia,Hernandez,2020-05-31,+1-582-957-7157x623,3300249795,samantharivera@example.com,NULL,No,Sí,Armada,No,No,Sí,No,Colombia,SOTARA,MOMIL,67,1988-03-31,Provenir,940,Sí,APROBADO
Thomas,Goodman,2020-08-07,8596743481,7499802565,jonesandrew@example.net,NULL,Sí,Sí,Minsalud,No,Sí,Sí,No,Colombia,EL COPEY,EL LITORAL DEL SAN JUAN,27,1969-09-28,N/A,302,No,RECHAZADO
Jeffrey,Gibbs,2011-06-24,(441)338-6364x104,7348694081,robertgonzalez@example.com,2020-01-21,Sí,No,Inpec,Sí,No,No,Sí,Colombia,BECERRIL,San Rafael,22,1996-06-17,Protección,29,Sí,RECHAZADO
Allen,Robinson,2022-07-09,+1-800-450-4468x73799,9705209269,colleen04@example.net,2024-03-14,No,No,N/A,Sí,No,Sí,Sí,Colombia,SUAREZ,CUNDAY,32,2002-07-10,Provenir,1170,Sí,EMBARGADO
Latoya,Allen,2015-09-15,448-246-1625,2037219579,fostersamantha@example.net,NULL,No,Sí,Armada,No,No,Sí,No,Colombia,IMUES,LA JAGUA DEL PILAR,51,2006-03-09,Colfondos,314,No,APROBADO
Kathleen,Stokes,2023-09-18,(369)471-8051x413,4283209858,asullivan@example.org,NULL,Sí,Sí,Policía,Sí,No,No,No,Colombia,YAVARATE,RIO VIEJO,56,1996-07-20,Protección,211,Sí,RECHAZADO
Angela,Rojas,2004-03-11,806-252-6391x1410,4908324956,allison31@example.org,2020-12-16,No,No,Mininterior,Sí,No,No,Sí,Colombia,SIBUNDOY,GACHANTIVA,62,1978-11-22,Provenir,204,No,RECHAZADO
Kathy,Soto,2024-02-04,+1-408-826-1486x23545,1427751485,obrown@example.com,NULL,No,Sí,N/A,No,No,Sí,No,Colombia,SAN CAYETANO,SUAREZ,53,1968-09-02,Colfondos,1124,No,EMBARGADO
Christopher,Chavez,2005-09-01,001-419-348-3766x678,2010512393,chanmelissa@example.net,NULL,Sí,No,Policía,No,Sí,Sí,Sí,Colombia,ARMENIA,SAN ONOFRE,32,1973-11-06,Provenir,762,Sí,RECHAZADO
Lauren,West,2022-05-30,(912)200-7512x743,8944203089,pedrolong@example.com,NULL,No,No,Policía,Sí,No,No,No,Colombia,ARBOLEDA,ARGELIA,20,1993-01-07,Provenir,573,Sí,APROBADO
Jessica,Jones,2020-04-09,975.990.4033x06053,8030072782,thomas57@example.net,NULL,Sí,No,Armada,No,No,No,No,Colombia,TAMALAMEQUE,RISARALDA,38,1985-05-24,Colfondos,431,Sí,RECHAZADO
Scott,Martin,2009-05-31,(424)233-2924x28450,4952160162,mgarcia@example.net,NULL,Sí,No,Mininterior,Sí,Sí,No,No,Colombia,REGIDOR,SAN ANDRES SOTAVENTO,21,2003-09-17,Colfondos,236,Sí,RECHAZADO
Harold,Walker,2005-06-02,(258)764-0739,2122258921,ashleywilliams@example.net,2022-04-14,No,Sí,Mininterior,Sí,Sí,No,Sí,Colombia,ZIPACON,QUIPILE,25,1999-12-10,N/A,420,No,RECHAZADO
Raymond,Rocha,2012-05-12,633-942-7381,1167173157,raymondhart@example.org,NULL,No,No,Mininterior,No,No,Sí,No,Colombia,TESALIA,TUNJA,21,1979-02-19,Old Mutual,76,Sí,APROBADO
Michael,Jensen,2010-11-07,+1-900-872-2763x17043,9985265011,qlewis@example.net,NULL,Sí,No,Policía,Sí,Sí,No,Sí,Colombia,TOCA,LA CELIA,41,1967-05-05,Provenir,614,No,RECHAZADO
George,Mata,2009-09-19,559-337-2556,9441992621,zrhodes@example.org,2020-07-21,No,Sí,N/A,No,Sí,Sí,No,Colombia,SILVANIA,SAN PEDRO DE CARTAGO,28,1970-04-30,Colfondos,972,No,EMBARGADO
Wendy,King,2022-06-18,223-289-3428,958284796,derekvance@example.com,NULL,No,Sí,Policía,Sí,No,No,Sí,Colombia,MANIZALES,EL CARMEN,40,1996-02-06,Colfondos,1097,No,APROBADO
Deborah,Robinson,2000-03-12,+1-596-683-4925x188,6505508796,jessica88@example.org,2023-06-20,No,No,Minsalud,No,Sí,No,Sí,Colombia,BERBEO,TRUJILLO,28,1986-06-30,Protección,166,Sí,APROBADO
Sean,Taylor,2021-12-11,593-625-9644x8449,1631560900,chamberssarah@example.org,2020-06-28,Sí,Sí,Policía,No,Sí,No,No,Colombia,FRESNO,BALBOA,63,2003-04-05,Old Mutual,5,No,RECHAZADO
James,Jefferson,2007-04-27,+1-705-807-3371x37304,118194562,christopher31@example.com,2021-04-08,Sí,Sí,Inpec,No,Sí,Sí,Sí,Colombia,Puerto Triunfo,Itag��,31,1997-07-08,N/A,24,No,RECHAZADO
Timothy,Jones,2013-09-14,238-493-5803,7779105646,matthewberry@example.net,2022-10-19,No,No,Minsalud,No,No,No,No,Namibia,no aplica,no aplica,53,1989-09-18,Provenir,1172,No,EMBARGADO
Edwin,Smith,2021-06-06,001-712-433-7894x146,6951586086,walkercristian@example.net,2021-02-09,Sí,Sí,Mininterior,No,No,Sí,Sí,Haití,no aplica,no aplica,41,1968-09-13,Colfondos,403,No,RECHAZADO
