Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Michelle,Daniels,2002-02-02,(795)568-0282,3267765228,starkbrian@example.net,2023-12-31,No,No,Policía,Sí,Sí,Sí,Sí,Colombia,San Roque,EL LITORAL DEL SAN JUAN,28,1990-11-09,Colfondos,910,Sí,EMBARGADO
Kathryn,Osborn,2001-05-27,311.200.3291x08530,6365430694,kturner@example.com,NULL,Sí,No,N/A,Sí,Sí,Sí,No,Colombia,SAN MARTIN,PUERTO ASIS,66,1988-04-21,N/A,678,Sí,RECHAZADO
Adam,Bender,2017-10-30,854-895-9830,376504891,ambergarrett@example.com,NULL,Sí,No,N/A,No,No,No,Sí,Colombia,APULO,TEORAMA,32,1958-11-24,Old Mutual,1018,No,RECHAZADO
Colin,Banks,2002-01-24,835-362-1808x50037,1074041759,esmith@example.net,NULL,Sí,Sí,Mininterior,No,No,No,No,Colombia,BETEITIVA,BUENAVENTURA,54,2006-01-04,Colfondos,224,No,RECHAZADO
Wendy,Sosa,2020-03-08,(441)274-8790x576,9596203760,catherinegonzalez@example.net,NULL,Sí,No,Inpec,Sí,Sí,No,Sí,Colombia,SORA,Urrao,33,1993-06-12,N/A,140,No,RECHAZADO
Amanda,Hughes,2019-05-18,427.456.9939,2592067907,ibennett@example.org,NULL,No,Sí,Mininterior,No,No,No,Sí,Colombia,PUEBLOVIEJO,SAN LUIS,20,1960-03-07,Protección,158,Sí,APROBADO
Emily,Day,2001-09-20,(360)402-1351x08643,760044408,valdezrobert@example.com,NULL,Sí,No,Minsalud,Sí,No,No,No,Colombia,DUITAMA,CUCUNUBA,46,1996-04-19,N/A,1065,Sí,RECHAZADO
Gary,Johnson,2021-04-03,999.616.3731,7796494206,wgonzalez@example.org,2020-11-25,No,Sí,Inpec,Sí,Sí,No,No,Colombia,HATONUEVO,MONGUA,43,2000-04-16,Protección,586,No,INHABILITADO
Kathleen,Barrett,2021-02-11,777-639-1502x67493,9654204077,pjones@example.org,NULL,No,Sí,Minsalud,No,Sí,Sí,Sí,Siria,no aplica,no aplica,58,1974-01-24,Old Mutual,149,Sí,APROBADO
Laurie,Huffman,2003-06-27,429-996-7849,6684385976,christopherirwin@example.com,NULL,No,No,Policía,Sí,Sí,Sí,Sí,Colombia,BARRANCO DE LOBA,BELTRAN,42,2003-03-20,Protección,829,Sí,EMBARGADO
