Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Doris,Lam,2022-12-14,(601)442-7132x770,1791357754,vwilson@example.com,NULL,No,Sí,Armada,No,Sí,Sí,No,Colombia,SABANALARGA,OPORAPA,48,1980-07-14,Protección,189,No,APROBADO
Julia,Black,2008-09-15,001-855-514-0834x764,4232362686,ptaylor@example.net,2022-12-06,Sí,No,Mininterior,No,No,No,Sí,Países Bajos,no aplica,no aplica,41,1955-03-14,N/A,687,Sí,RECHAZADO
Tammie,Kemp,2015-03-17,215-538-5387,3623303828,phelpsdanielle@example.org,2022-06-24,Sí,Sí,Mininterior,Sí,Sí,Sí,No,Colombia,GUADALUPE,OCAMONTE,53,1966-12-31,Colfondos,396,Sí,RECHAZADO
Shannon,Rodriguez,2011-07-20,001-992-906-5697x0184,499900521,tcarpenter@example.com,NULL,Sí,No,Armada,No,Sí,No,Sí,Colombia,BOLIVAR,SAN CAYETANO,64,1968-03-12,Provenir,352,No,RECHAZADO
Christine,Ward,2005-08-19,310.321.0967x9679,1706555389,kevin16@example.com,2023-11-24,No,Sí,Armada,Sí,No,No,No,Israel,no aplica,no aplica,57,1967-05-27,Colfondos,178,No,APROBADO
Michael,Pugh,2017-02-15,246.802.7078x18521,1982509047,brittney80@example.com,2022-12-24,No,No,Policía,No,Sí,No,No,Colombia,RECETOR,SABOYA,18,1977-02-15,Colfondos,889,No,EMBARGADO
James,Johnson,2021-06-13,668-657-2011x10882,744175280,robertrobinson@example.com,2020-05-28,Sí,No,N/A,Sí,No,No,No,Colombia,SUAZA,MALLAMA,24,1986-05-17,Colfondos,237,Sí,RECHAZADO
Edward,Perez,2018-09-06,001-928-839-2407x2544,7173023159,catherinehayes@example.com,2024-10-18,Sí,Sí,Minsalud,Sí,Sí,Sí,No,Colombia,MUTISCUA,CORDOBA,41,1964-07-04,Old Mutual,595,Sí,RECHAZADO
Angela,White,2010-05-28,232.929.0024x9405,2306906714,adrian79@example.net,2023-05-26,No,Sí,Mininterior,No,Sí,No,Sí,Colombia,QUIPAMA,GUADALUPE,37,1961-11-28,Provenir,1174,Sí,APROBADO
Melanie,Pena,2012-11-08,(217)869-5430,9389551602,cpark@example.net,2020-09-15,No,No,N/A,Sí,Sí,No,No,Colombia,Carepa,Taraz�,59,1957-04-05,Provenir,393,Sí,RECHAZADO
Lauren,Thomas,2015-06-26,384-734-2086x570,538063391,bergkarla@example.com,2023-06-23,No,Sí,Inpec,No,No,Sí,No,Colombia,PUERTO SALGAR,MEDIO BAUDO,21,2004-01-08,Old Mutual,1109,Sí,APROBADO
Kenneth,Spencer,2019-08-11,+1-947-983-2869x47241,215516650,jameskristina@example.org,NULL,No,No,Inpec,Sí,No,No,No,Kenia,no aplica,no aplica,60,1959-12-29,Colfondos,350,Sí,RECHAZADO
Erin,Perkins,2007-07-09,958.517.4515x72074,1121146841,dennispierce@example.net,NULL,Sí,No,Policía,No,No,Sí,Sí,Bahamas,no aplica,no aplica,62,1957-05-19,Colfondos,966,Sí,RECHAZADO
Aaron,Patel,2004-08-15,+1-609-602-5107x44452,3366868620,isabelbrown@example.com,NULL,No,Sí,Armada,No,No,Sí,Sí,Colombia,PAMPLONA,TURBACO,59,1990-06-17,Protección,232,No,APROBADO
Roger,Ford,2014-05-18,(855)950-7838x976,6356288711,wbarton@example.net,2020-01-04,Sí,No,Policía,Sí,No,Sí,Sí,Colombia,MONTECRISTO,SURATA,66,1986-06-09,N/A,581,Sí,RECHAZADO
Ronald,Callahan,2008-06-05,400.834.0548,2232808235,munozjeremy@example.org,2023-06-01,No,No,Armada,Sí,Sí,Sí,Sí,Colombia,PALESTINA,SUAITA,62,1964-01-10,Old Mutual,1083,No,RECHAZADO
Daniel,Carroll,2019-11-16,(826)452-8092,7810417950,uhunter@example.com,2024-05-24,No,No,Minsalud,Sí,No,Sí,No,Colombia,SAN AGUSTIN,PIAMONTE,67,1977-02-23,Provenir,371,Sí,RECHAZADO
