Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Daniel,Lee,2002-10-06,(386)479-3288x73151,5370693773,changlisa@example.com,NULL,No,No,Mininterior,Sí,No,No,Sí,Colombia,CACOTA,NARIÑO,23,1976-07-15,Old Mutual,736,No,EMBARGADO
William,Johnson,2011-09-13,+1-572-327-1451x649,8700916523,heatherfrazier@example.com,NULL,No,No,Mininterior,Sí,No,Sí,No,Somalia,no aplica,no aplica,57,1995-02-14,Colfondos,413,No,RECHAZADO
James,Torres,2023-11-17,+1-908-576-4470x37297,6222076139,kathrynbrown@example.net,NULL,Sí,Sí,Inpec,Sí,Sí,Sí,No,Niue,no aplica,no aplica,58,1983-01-14,Provenir,675,No,RECHAZADO
Nicole,Carson,2022-02-18,001-525-552-4657,6441922387,lisabrown@example.org,2020-05-21,Sí,Sí,Mininterior,Sí,No,Sí,No,Colombia,TUTA,ARBOLEDA,30,1974-09-16,Old Mutual,245,Sí,RECHAZADO
Robert,Anderson,2015-12-05,(455)600-0541,728916034,meredithhansen@example.org,2022-12-05,No,Sí,Policía,No,Sí,Sí,Sí,Colombia,Sabaneta,SAN PEDRO,49,1986-09-07,N/A,287,No,APROBADO
William,Ford,2020-03-03,6839483765,3869080308,vargaswilliam@example.net,2023-06-22,No,No,Mininterior,Sí,Sí,Sí,Sí,Colombia,SITIONUEVO,VALLE DE SAN JUAN,66,1963-02-06,N/A,333,No,RECHAZADO
William,Griffin,2015-09-15,647.438.6058x33824,4007978438,stonetimothy@example.org,NULL,No,No,Armada,Sí,Sí,No,Sí,Colombia,COPER,SACHICA,70,1969-09-07,N/A,326,No,RECHAZADO
Diane,Brown,2018-05-31,2509959744,5855054516,fkemp@example.org,NULL,Sí,No,Mininterior,No,Sí,No,No,Colombia,CUCAITA,RIO VIEJO,30,1985-01-20,Colfondos,976,Sí,RECHAZADO
Lauren,Wallace,2000-02-19,(245)629-1930,5324403083,ganderson@example.net,NULL,Sí,No,N/A,Sí,No,Sí,Sí,Colombia,SUAN,BUENAVISTA,45,1980-03-23,Protección,205,No,RECHAZADO
Denise,Cruz,2018-06-01,001-267-860-1246x9664,8038838105,sgriffith@example.org,2020-05-30,No,Sí,N/A,No,Sí,Sí,Sí,Guatemala,no aplica,no aplica,62,1982-07-25,Old Mutual,338,No,RECHAZADO
Misty,Simpson,2013-09-03,262-874-7723x560,9197360127,shelleyallen@example.org,2023-02-05,No,Sí,Armada,No,Sí,Sí,No,Colombia,BELALCAZAR,BUCARAMANGA,46,1962-10-30,Colfondos,158,No,APROBADO
Anthony,Lin,2002-06-04,+1-224-422-8680x3627,4887344520,jennifer21@example.net,2023-03-09,Sí,Sí,Inpec,No,Sí,Sí,No,Colombia,Antioquia,BOSCONIA,64,1972-03-16,Old Mutual,1097,Sí,RECHAZADO
Willie,Stevenson,2018-07-26,+1-602-890-7527,7638228455,franklinkathy@example.net,2024-08-18,No,No,Armada,Sí,No,Sí,No,Colombia,PEREIRA,BUCARASICA,21,1994-09-05,Provenir,903,No,RECHAZADO
Thomas,Kramer,2002-12-18,247-863-1791x349,9712476169,donaldbaker@example.org,2021-02-16,Sí,Sí,Minsalud,No,Sí,Sí,No,Colombia,TARQUI,Abejorral,43,1978-10-15,N/A,217,Sí,RECHAZADO
Trevor,Marquez,2011-08-05,(435)389-4590x4935,9837076321,jmurphy@example.org,NULL,No,No,Minsalud,No,Sí,No,Sí,Colombia,SACHICA,CHIVATA,42,1975-03-15,Old Mutual,1021,Sí,EMBARGADO
Daniel,Baker,2017-07-08,+1-936-462-3944x8865,1017405269,meyerchristine@example.com,2022-12-14,Sí,No,Inpec,No,No,No,Sí,España,no aplica,no aplica,27,1973-03-01,Old Mutual,567,No,RECHAZADO
Bryan,Shaffer,2001-11-08,866-829-9781x83070,40146886,susanfreeman@example.com,NULL,No,No,N/A,No,No,No,Sí,Islas Ultramarinas Menores de Estados Unidos,no aplica,no aplica,33,1988-06-15,Old Mutual,145,No,EMBARGADO
April,Lawson,2007-04-13,896-735-9331x76235,3045008272,bakerjeffrey@example.org,NULL,No,Sí,Policía,No,Sí,No,No,Colombia,LOPEZ,PUERTO BOYACA,22,2005-08-21,Protección,910,Sí,APROBADO
Chelsea,Graham,2016-06-28,337-708-8539,7744191304,uyoung@example.net,2021-07-08,No,Sí,N/A,No,Sí,No,Sí,Bahamas,no aplica,no aplica,26,1955-05-16,Protección,1151,Sí,EMBARGADO
Joshua,Wilson,2014-08-25,001-981-709-1587x37309,6103625826,lewismargaret@example.com,2023-09-22,Sí,Sí,Minsalud,No,Sí,No,No,Colombia,SIACHOQUE,MACARAVITA,57,1995-02-19,Colfondos,548,No,RECHAZADO
Kelly,Taylor,2024-10-28,388-756-8450x276,5827561184,lesparza@example.org,NULL,Sí,No,Policía,Sí,No,Sí,Sí,Colombia,SIMITI,PASCA,43,1991-03-28,Old Mutual,432,No,RECHAZADO
Joshua,Pierce,2001-12-03,+1-760-424-0707x553,7907349819,baxterashley@example.com,NULL,No,Sí,Armada,Sí,No,Sí,No,Sahara Occidental,no aplica,no aplica,42,2004-01-10,Colfondos,724,Sí,APROBADO
Amanda,Humphrey,2022-04-08,396.870.6736x39289,2781632588,tuckermitchell@example.net,NULL,No,No,Inpec,No,Sí,Sí,No,Colombia,BUESACO,CUBARA,49,1993-11-06,Protección,996,No,EMBARGADO
Jennifer,Reyes,2018-03-26,934-220-1600,5903190212,williamspatricia@example.net,NULL,Sí,No,Armada,Sí,No,No,No,Colombia,SEVILLA,CUMARIBO,34,1998-04-29,N/A,539,Sí,RECHAZADO
Oscar,Jordan,2006-04-27,505-444-8804,2401468995,brian75@example.org,NULL,Sí,Sí,Mininterior,No,No,No,Sí,Colombia,FACATATIVA,COMBITA,21,1985-02-11,Protección,1045,No,RECHAZADO
Adam,Proctor,2012-07-23,655-979-9172,8410565403,tonyjohnson@example.com,2020-12-05,No,Sí,N/A,Sí,No,No,Sí,Colombia,SAN FELIPE,EL DONCELLO,53,1983-04-15,Colfondos,550,No,EMBARGADO
Paige,Gordon,2022-03-03,3807466816,671430251,johnsonstacy@example.com,NULL,Sí,No,Minsalud,No,No,No,No,Colombia,SAN GIL,Puerto Triunfo,35,1968-02-11,Provenir,727,No,RECHAZADO
Danielle,Mendoza,2023-09-22,4419378798,537212227,kellykyle@example.net,2023-11-17,Sí,No,Minsalud,Sí,Sí,No,Sí,Colombia,Copacabana,SORACA,70,1997-06-18,Provenir,318,No,RECHAZADO
Ashley,Huang,2007-03-02,001-349-836-0758x8770,1674804359,stephenflores@example.org,NULL,No,Sí,Mininterior,Sí,No,No,Sí,Nicaragua,no aplica,no aplica,68,1968-11-03,Colfondos,1093,Sí,RECHAZADO
Mary,Thompson,2006-09-25,001-736-799-8928x180,6005325111,priscillaowens@example.net,2019-12-05,Sí,Sí,Armada,Sí,Sí,No,Sí,Qatar,no aplica,no aplica,26,1982-04-25,Old Mutual,1045,No,RECHAZADO
Adrian,Gray,2010-07-26,514.903.1347,7965227649,christinekelly@example.net,2022-08-08,No,Sí,Policía,No,No,No,Sí,Colombia,LABRANZAGRANDE,QUIPILE,46,1988-06-05,N/A,958,Sí,APROBADO
Peter,Peterson,2009-04-25,+1-558-999-3270,7031466935,hornerichard@example.net,2023-04-07,Sí,No,Minsalud,Sí,No,Sí,No,Colombia,AMBALEMA,SANTA BARBARA,36,1975-06-01,Colfondos,630,No,RECHAZADO
Ryan,Reese,2008-03-25,828-307-1182x85252,6270765670,avilamadison@example.net,2023-01-27,No,No,Minsalud,Sí,No,No,No,Islandia,no aplica,no aplica,41,1961-08-22,Old Mutual,1038,Sí,EMBARGADO
Jessica,Peters,2024-02-06,(627)685-0366,6621674790,elizabeth94@example.org,2024-06-18,No,Sí,Minsalud,Sí,Sí,No,Sí,Colombia,PIJAO,PASCA,53,1956-03-19,Provenir,31,No,RECHAZADO
Scott,Phillips,2024-02-16,947-822-5475,4075607545,jason82@example.net,2022-02-16,Sí,Sí,Policía,No,No,No,No,Colombia,VIJES,Toledo,30,1963-08-06,Colfondos,726,Sí,RECHAZADO
Rebecca,Stuart,2019-01-20,(226)228-9467,717014643,pthompson@example.com,2022-12-03,No,No,Minsalud,Sí,No,Sí,No,Colombia,GUACAMAYAS,PANDI,53,1970-04-01,N/A,455,Sí,APROBADO
Kristina,Christensen,2018-05-06,001-864-975-5295x3844,3402698956,jreynolds@example.org,NULL,Sí,Sí,Inpec,Sí,No,No,No,Colombia,ALMAGUER,PIVIJAY,62,2000-09-07,Old Mutual,145,No,RECHAZADO
Zachary,Burns,2024-08-18,(509)701-4543x603,2461216959,brittney14@example.org,2020-09-29,No,No,Mininterior,No,Sí,Sí,Sí,Colombia,PLANETA RICA,LA VEGA,66,1977-07-01,Protección,1136,No,RECHAZADO
Michael,Proctor,2004-10-16,2414005792,2704666411,dillon87@example.com,2023-10-19,No,Sí,Policía,Sí,Sí,No,Sí,Colombia,TUNUNGUA,MOTAVITA,35,1991-02-19,Protección,658,No,APROBADO
