Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Timothy,Petty,2006-11-29,868.920.7551x6876,8942759151,tcordova@example.org,2021-11-12,Sí,Sí,Armada,No,Sí,No,No,Colombia,DURANIA,VALLE DE SAN JUAN,23,1991-05-17,Protección,910,No,RECHAZADO
Kayla,Smith,2012-06-30,963-928-6316x0841,3784584287,bellchristian@example.org,NULL,Sí,Sí,Minsalud,Sí,Sí,No,Sí,Colombia,SURATA,SAN FELIPE,59,1995-04-08,Colfondos,50,Sí,RECHAZADO
Wanda,Hoffman,2011-10-19,922-558-6571x6107,5597352632,kevinlee@example.net,NULL,Sí,Sí,N/A,No,Sí,No,No,Colombia,ENCINO,PUERTO LIBERTADOR,42,1990-07-18,Colfondos,55,Sí,RECHAZADO
Todd,Schneider,2003-12-20,809-394-6777x5493,8305139511,pearsoncourtney@example.net,2024-05-15,Sí,Sí,Inpec,Sí,Sí,Sí,No,Colombia,LOS SANTOS,QUIPILE,65,1975-05-29,Protección,1176,No,RECHAZADO
Phillip,Larsen,2011-09-25,7539917619,6529584231,sanchezjennifer@example.net,NULL,Sí,No,Policía,No,Sí,Sí,No,Colombia,MATANZA,MITU,67,1981-09-06,N/A,92,No,RECHAZADO
Larry,Garrett,2000-02-27,(900)967-5211,3198956652,tiffany31@example.com,2024-06-29,Sí,Sí,Armada,Sí,No,No,Sí,Colombia,SILVIA,SAN PABLO,22,1980-03-08,Provenir,335,No,RECHAZADO
Natalie,Chen,2018-12-31,+1-882-360-3768x898,8151262442,jamesanthony@example.net,NULL,No,No,Mininterior,Sí,No,No,No,Colombia,NATAGA,PUERTO NARIÑO,57,1989-07-08,Colfondos,787,No,RECHAZADO
David,Smith,2022-08-01,936-873-9138,6767417552,tiffany61@example.net,NULL,No,No,Mininterior,No,Sí,Sí,Sí,Colombia,PURACE,PANQUEBA,41,2000-08-28,Colfondos,919,No,EMBARGADO
Desiree,Mcintyre,2015-04-22,+1-883-958-2568x62888,3755385891,baileyjenna@example.net,2021-04-06,No,Sí,N/A,Sí,No,No,Sí,Colombia,DOSQUEBRADAS,PUERTO ASIS,38,1992-05-12,Protección,165,Sí,APROBADO
Brittany,Clarke,2022-06-23,331-529-8906x83324,2952659872,dustin05@example.org,NULL,No,Sí,Minsalud,Sí,No,Sí,No,Colombia,SATIVANORTE,FONSECA,68,1964-07-20,Old Mutual,1089,No,RECHAZADO
Brian,Rios,2015-08-28,001-665-259-9025x999,4345622447,gillmary@example.com,2022-03-25,No,Sí,Mininterior,Sí,Sí,Sí,Sí,Colombia,FILANDIA,TERUEL,56,1973-08-24,Old Mutual,1035,Sí,RECHAZADO
Jeffrey,Webster,2006-05-04,(270)845-0892x70717,1571234319,mhurley@example.com,2023-04-14,No,No,Mininterior,No,Sí,Sí,No,Colombia,VILLAGOMEZ,VALLE DE SAN JOSE,40,1993-05-07,Protección,845,No,EMBARGADO
Latasha,Taylor,2013-08-15,422.635.9133x75339,3388532206,andersonlindsey@example.org,NULL,No,No,Mininterior,Sí,No,Sí,Sí,Colombia,MONTELIBANO,SACAMA,50,1990-11-12,Provenir,921,Sí,EMBARGADO
Michael,Brown,2000-07-29,(334)637-6057x006,5473007879,michelle05@example.org,2024-10-22,No,Sí,Minsalud,Sí,Sí,No,No,Colombia,PALMAS DEL SOCORRO,CHAMEZA,52,1993-06-29,N/A,260,No,RECHAZADO
Anthony,Warner,2020-04-02,410.878.5661x5762,7756367492,robert88@example.net,NULL,No,No,Minsalud,No,No,No,Sí,Colombia,DIBULLA,FLORIAN,62,1991-10-03,Old Mutual,214,No,RECHAZADO
Joshua,Barron,2000-01-09,9586612374,8479737100,rlove@example.com,NULL,Sí,Sí,Inpec,No,No,Sí,No,Colombia,CARMEN DEL DARIEN,USIACURI,19,1984-06-09,Protección,89,No,RECHAZADO
Cassie,Rodriguez,2017-04-11,001-483-752-0320,4706951068,wclayton@example.org,2023-04-21,Sí,No,Mininterior,No,No,Sí,No,Colombia,LA UNION,Sabaneta,25,1999-01-02,Old Mutual,414,Sí,RECHAZADO
Natasha,Mccullough,2022-03-25,802-326-3121,7250699348,josephbullock@example.org,NULL,No,Sí,Minsalud,Sí,Sí,No,No,Colombia,CHITAGA,SAN ESTANISLAO,45,1989-04-02,Old Mutual,757,No,RECHAZADO
John,Ramirez,2021-01-14,(557)360-2850,4895714098,michael22@example.net,2021-08-14,Sí,Sí,N/A,No,No,No,Sí,Colombia,CERTEGUI,BAHIA SOLANO,65,2006-02-25,N/A,584,Sí,RECHAZADO
Jonathan,Randall,2023-11-30,7357770546,1112344327,whaynes@example.com,NULL,Sí,No,Policía,No,Sí,No,No,Colombia,VILLAHERMOSA,SAN FRANCISCO,64,1962-03-24,Colfondos,1136,Sí,RECHAZADO
Rose,Marsh,2005-11-02,(796)260-7854,5958991521,anthonymiller@example.net,2023-04-08,No,No,Mininterior,No,Sí,No,Sí,Colombia,San Juan de Urab�,LURUACO,47,1964-07-22,Colfondos,1103,Sí,EMBARGADO
