Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Jonathan,Santana,2003-10-06,462-360-1993x56734,9945652405,nsanchez@example.net,2024-05-24,No,No,Policía,No,Sí,Sí,Sí,Malawi,no aplica,no aplica,47,1956-08-31,Old Mutual,1033,No,RECHAZADO
Dawn,Jones,2019-05-09,9475143691,6213771538,rray@example.net,NULL,Sí,Sí,Minsalud,No,Sí,No,No,Samoa Americana,no aplica,no aplica,24,1988-06-20,Protección,574,Sí,RECHAZADO
Eric,Phillips,2015-03-13,(639)674-7754,5092099600,ashleybanks@example.com,NULL,No,Sí,Inpec,Sí,Sí,No,Sí,Colombia,LA SALINA,CEPITA,29,1956-12-18,Protección,1047,No,APROBADO
James,Newman,2007-07-21,7314655110,4348682591,caleb20@example.net,2024-04-17,No,No,Inpec,Sí,No,Sí,No,Ucrania,no aplica,no aplica,43,1999-05-19,Protección,138,Sí,APROBADO
Joseph,Jones,2019-12-28,001-952-894-9911x6625,1186038129,vowens@example.com,NULL,Sí,No,N/A,Sí,No,No,No,Colombia,BARANOA,Puerto Triunfo,23,1986-11-08,Colfondos,799,No,RECHAZADO
John,Edwards,2024-03-03,001-501-291-5231x981,9100863344,wedwards@example.org,NULL,Sí,No,N/A,Sí,Sí,Sí,No,Colombia,PIJIÑO DEL CARMEN,SANTANDER DE QUILICHAO,21,1966-08-12,N/A,561,No,RECHAZADO
Stacey,Mclaughlin,2024-02-28,218-661-9564x266,1344529127,ericsalinas@example.net,NULL,Sí,No,Armada,No,Sí,Sí,No,Niger,no aplica,no aplica,68,1958-07-21,Provenir,403,No,RECHAZADO
Brandon,Peters,2003-04-02,2716471536,7154399008,michael64@example.net,2020-09-11,No,No,N/A,Sí,Sí,No,Sí,Colombia,COVEÑAS,SACAMA,46,1980-11-20,Old Mutual,1020,No,EMBARGADO
Maxwell,Smith,2006-11-23,366-817-3095,8754920747,robertlewis@example.org,NULL,No,No,Inpec,No,Sí,No,Sí,Colombia,LA LLANADA,SAN ESTANISLAO,24,2001-03-24,Provenir,806,No,EMBARGADO
Erik,Garcia,2010-03-14,(546)588-4100,4118587838,adamcooper@example.net,NULL,No,Sí,Mininterior,No,No,Sí,Sí,Turkmenistán,no aplica,no aplica,32,1986-04-03,Provenir,836,No,APROBADO
Allison,Moore,2012-04-28,830-252-1921,8834793873,fjones@example.org,2021-07-01,No,Sí,Armada,No,Sí,No,Sí,Colombia,Girardota,SANTANDER DE QUILICHAO,31,1987-11-06,Colfondos,360,Sí,APROBADO
Andrea,Diaz,2001-10-12,818-922-9389x6970,4884174781,zscott@example.net,2024-01-24,Sí,Sí,N/A,No,No,No,No,Colombia,SAN PABLO DE BORBUR,PEREIRA,25,1967-02-21,Colfondos,1064,No,RECHAZADO
Jodi,Monroe,2007-08-03,270-965-4221x133,2531774681,colemanlisa@example.com,NULL,No,No,Minsalud,Sí,Sí,No,Sí,Colombia,USIACURI,ACEVEDO,42,1972-08-14,N/A,775,Sí,APROBADO
John,Brown,2002-06-04,783.876.3973x02470,7375472448,bryan20@example.org,NULL,No,No,Armada,No,No,No,Sí,Colombia,Santo Domingo,MAHATES,30,1986-08-20,Protección,12,No,RECHAZADO
Norman,Berry,2018-09-22,916-766-4456x473,1015836659,richard24@example.net,2021-04-05,No,Sí,Mininterior,Sí,No,Sí,Sí,Colombia,Belmira,EL ROBLE,68,1993-04-18,Provenir,143,Sí,RECHAZADO
Adam,Turner,2018-12-02,695.333.9022,5873614659,leonarddavis@example.com,2024-08-05,No,No,Armada,No,No,Sí,No,Jersey,no aplica,no aplica,38,1995-12-24,Provenir,350,No,RECHAZADO
Thomas,Flores,2006-04-10,991.849.8603x63499,9090338117,katherinerichards@example.net,NULL,Sí,No,N/A,No,Sí,No,Sí,Colombia,SAN JOSE,CIENAGA,36,1960-05-24,Provenir,356,Sí,RECHAZADO
Ricardo,Nunez,2005-04-17,435-617-6567,5103205026,wmartin@example.com,NULL,Sí,No,Mininterior,No,No,No,Sí,Colombia,CALIMA,GONZALEZ,19,1995-01-20,Protección,658,Sí,RECHAZADO
Natalie,Gray,2003-04-18,8169457361,2987173904,amiller@example.com,NULL,Sí,Sí,N/A,No,No,No,Sí,Colombia,LA VEGA,SAN VICENTE DE CHUCURI,33,1992-02-10,Protección,846,No,RECHAZADO
Angela,Barnes,2022-04-21,(910)892-4871,8639198605,chenmichelle@example.org,2020-03-07,Sí,Sí,Inpec,No,Sí,Sí,Sí,Colombia,LEIVA,PUERTO GAITAN,45,1962-09-28,Protección,128,No,RECHAZADO
Craig,Garcia,2021-05-06,4317091257,8792459802,ramirezjohn@example.org,2021-06-08,Sí,No,Policía,Sí,No,Sí,Sí,San Pedro y Miquelón,no aplica,no aplica,46,1984-12-22,Provenir,483,No,RECHAZADO
Robert,Kirk,2018-11-22,832-214-1794,3979979592,toddkennedy@example.com,NULL,No,Sí,Inpec,Sí,Sí,Sí,No,Colombia,BARANOA,NEIVA,38,1998-03-03,N/A,101,Sí,APROBADO
Deborah,Pugh,2005-01-16,+1-560-353-0308x07524,2774860317,umason@example.org,NULL,Sí,No,Policía,Sí,No,No,Sí,Colombia,COGUA,CHARALA,49,1953-12-11,Protección,504,Sí,RECHAZADO
Anthony,Romero,2010-01-26,+1-843-372-6424x096,6031122769,kevin79@example.org,2022-07-21,No,No,Armada,Sí,Sí,Sí,Sí,Colombia,MALLAMA,SAN JUAN DEL CESAR,34,2002-01-29,Provenir,1083,Sí,EMBARGADO
Luis,Roberts,2012-10-07,+1-410-457-3398x5442,6641543713,bnelson@example.com,2022-12-27,No,Sí,Mininterior,No,Sí,Sí,Sí,Sahara Occidental,no aplica,no aplica,41,1982-06-03,Colfondos,913,No,APROBADO
