Nombre,Apellido,Fecha,Celular,ID,Correo,ListaNegra,PrePensionado,InstitucionPublica,NombreInstitucion,ObservacionesDisciplinarias,TieneFamiliaPolicia,TieneHijosInpec,Condecoracion,PaisNacimiento,CiudadNacimiento,CiudadResidencia,Edad,FechaNacimiento,FondoPension,SemanasCotizadas,FondoExtranjero,Caracterizacion
Kevin,Jefferson,2023-05-07,+1-536-265-1798,3217660963,jesus44@example.org,NULL,Sí,Sí,N/A,No,Sí,Sí,No,Colombia,BOCHALEMA,RICAURTE,65,1980-03-16,Provenir,698,Sí,RECHAZADO
Russell,Fisher,2022-12-01,(914)503-0466,3451000277,austinchristy@example.com,NULL,Sí,Sí,Inpec,Sí,Sí,Sí,Sí,Colombia,SAN ONOFRE,VILLAGOMEZ,56,1986-08-04,Old Mutual,389,No,RECHAZADO
Kimberly,Pena,2011-05-30,204.709.3973,5914708381,greertimothy@example.com,2023-01-06,Sí,No,Mininterior,Sí,No,Sí,Sí,Colombia,MACHETA,SAN ANDRES DE TUMACO,36,1957-12-22,Colfondos,497,Sí,RECHAZADO
Michael,Sutton,2018-03-11,(839)678-0967,5307306632,juliewalker@example.org,2020-01-11,No,No,Policía,Sí,Sí,No,Sí,Colombia,FILADELFIA,Santo Domingo,61,1963-10-09,N/A,463,Sí,RECHAZADO
Duane,Moss,2007-05-07,302.545.4903x543,8644842304,petersondaniel@example.net,2021-02-19,Sí,No,Minsalud,No,No,No,Sí,Colombia,ASTREA,PADILLA,69,1992-03-18,N/A,681,Sí,RECHAZADO
Ashley,Mcfarland,2023-04-18,778-824-4390x2850,7871167244,johnbautista@example.com,2022-08-14,Sí,Sí,Policía,No,Sí,Sí,Sí,Colombia,BOSCONIA,SANTA ROSA DE CABAL,59,2003-06-23,Protección,231,Sí,RECHAZADO
Sandra,Garner,2001-11-05,+1-822-529-1487,6106011284,danielcarroll@example.org,NULL,No,Sí,Inpec,Sí,Sí,Sí,No,Colombia,Girardota,Alejandr�a,47,1998-12-03,N/A,338,No,APROBADO
James,Davis,2013-10-27,001-542-716-2566x89997,8031512929,kylewells@example.org,NULL,No,Sí,Inpec,Sí,No,No,No,Colombia,LETICIA,Salgar,41,1996-06-11,Provenir,787,Sí,INHABILITADO
Dylan,Palmer,2007-06-16,+1-648-353-0406x39060,2511545925,allengary@example.org,2020-04-07,No,No,Armada,Sí,No,Sí,No,Colombia,GUAVATA,SOACHA,26,1964-02-19,Provenir,544,No,RECHAZADO
Peter,Morrow,2012-06-29,344-468-5106x963,5022051336,cruzcarrie@example.org,NULL,No,Sí,Policía,No,Sí,No,No,Colombia,LORICA,MUTISCUA,30,1960-06-28,Provenir,404,Sí,APROBADO
Richard,Hawkins,2005-06-09,717-347-5519x27843,2064497246,garciahannah@example.com,2020-04-01,No,Sí,Policía,Sí,Sí,Sí,Sí,Colombia,TALAIGUA NUEVO,EL PEÑON,18,1965-10-03,N/A,1077,Sí,APROBADO
Elizabeth,Young,2002-05-16,953.480.6454x70519,158632454,walkerkyle@example.net,NULL,No,No,N/A,No,No,Sí,Sí,Colombia,GIRARDOT,JAMBALO,26,1984-04-10,Protección,673,Sí,EMBARGADO
Brandon,Lawson,2021-01-31,(495)745-3605x64951,5249730034,rachael35@example.com,NULL,Sí,No,Policía,Sí,Sí,No,Sí,Colombia,CERETE,EL CERRITO,33,1954-01-11,Provenir,298,Sí,RECHAZADO
Timothy,Parker,2014-08-19,745-427-7928,8274977618,cfrancis@example.org,2020-05-04,Sí,Sí,Policía,No,No,No,Sí,Colombia,San Jer�nimo,RIO QUITO,63,1987-10-30,Colfondos,57,No,RECHAZADO
